Rank,Job role,Experience Level,Experience detail,Job description,Industry,City,Post Code,Pay total,Pay per hour,Start date,Shift
393,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Produktions- und Fertigungsarbeiten an Messen in der BERNEXPO
Verpflegungsabzug inklusive",Gastronomie / Hotel,Bern,3014,510.0,30.0,25 Nov 2023,2
394,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Kundenbedienung für Ski, Skischuhe und Zubehör",Detailhandel / Logistik,Dietlikon,8305,216.0,27.0,25 Nov 2023,1
395,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Wir suchen dich als Unterstützung!

Tätigkeiten
• Sicherstellung eines bestmöglichen Kundenservice gemäß unseren Unternehmensstandards
• Ausführung einer optimalen Warenpräsentation in Rücksprache mit dem zuständigen Manager
• Sicherstellung der Übereinstimmung mit den Housekeeping Standards 
• Sicherstellen der Warenverfügbarkeit in Abstimmung mit dem zuständigen Manager
• Bearbeitung der Retouren und Kundenbeschwerden
• Sicherstellung des Kassaservices in Übereinstimmung mit den Unternehmensrichtlinien der Kassasicherheit
• Bearbeiten der ein- und ausgehenden Ware sowie sämtliche Lagerarbeiten
• Ausführung von Reduzierungen nach Vorgabe sowie die Sicherstellung einer optimalen Lagerorganisation inkl. Vorbereitung und Durchführung der Inventuren

Sonstige Pflichten
· Zusätzliche Aufgaben gemäss den Anweisungen des Managements

Einsatzzeiten können + / - 1h variieren.

Wir freuen uns auf deine Bewerbung.",Detailhandel / Logistik,Aarau,5000,159.25,24.5,25 Nov 2023,1
396,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Unterstützung im Verkauf mit Fokus auf den Kabinenservice

Aufgabenbereich:
* Sicherstellung Sauberkeit und Ordnung im Kabinenbereich
* Aufbügeln oder zusammenlegen der Ware
* Die Ware am richtigen Ort integrieren
* Beratung der Kunden
* Begrüssung
* Alternativen und passende Grössen anbieten
* Proaktiver Verkauf, auf Aktionen aufmerksam machen
* Style-Beratung und Empfehlung

Ihr Profil:
* Sehr gute Deutschkenntnisse
* Textilkenntnisse erwünscht
* Offen und kommunikativ
* Gutes Einfühlungsvermögen
* Gepflegtes Erscheinungsbild
* Speditiv
* Belastbar
* Hohe Konzentrationsfähigkeit
* Gutes Auffassungsgabe
* Aufmerksam
* Nach Möglichkeit erste Erfahrung im Verkauf",Detailhandel / Logistik,Freienbach,8808,190.88,25.45,25 Nov 2023,1
397,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Buffet Service, Reinigen",Gastronomie / Hotel,Zürich,8003,135.0,30.0,25 Nov 2023,1
398,Kassenmitarbeiter/in,,,"Aufgaben:
Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bedienung der Kassen

Profil:
Verkaufserfahrung, im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Produkte
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die oben abgebildeten Einsatztage- und zeiten sind lediglich beispielhaft aufgeführt. Die effektiven Einsatztage und -zeiten werden im Voraus zwischen dem Einsatzbetrieb und dem Arbeitnehmenden vereinbart. Die Einsätze finden grundsätzlich zwischen 10:00-18 Uhr, Samstags statt.",Gastronomie / Hotel,St. Gallen,9000,1174.5,27.0,25 Nov 2023,6
399,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Aufgaben: 
- Produktion der Speisen
- Unterstützung des Küchenteams
- Arbeiten vor den Gästen am Stand
- allgemeine Reinigungsarbeiten

Profil:
- Küchenerfahrung in der gehobenen Gastronomie
- Verantwortungsbewusst und selbstständig
- Motiviert, aufgestellt und flexibel

Informationen:
- perfekte ÖV-Anbindungen bis Bahnhof Stettbach von Zürich Hauptbahnhof in 7min (S3, S9, S12)
- KEINE Parkmöglichkeiten 
- Für die Verpflegung werden dir 7.-pro Tag bei Bedarf abgezogen

Pausen- sowie Arbeitszeiten können je nach Gästeanzahl variieren",Gastronomie / Hotel,Dübendorf,8600,776.0,32.0,25 Nov 2023,4
400,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Unterstützung im Verkauf mit Fokus auf den Etagenservice

Aufgabenbereich:
* Begrüssung der Kunden
* Proaktiver Verkauf, auf Aktionen aufmerksam machen und Alternative anbieten
* Style-Beratung und Empfehlung
* Sicherstellung Sauberkeit / Ordnung im zugeteilten Bereich
* Artikel auffüllen, Grössenverfügbarkeit gewährleisten

Ihr Profil:
* Sehr gute Deutschkenntnisse
* Textilkenntnisse erwünscht
* Offen und kommunikativ
* Gutes Einfühlungsvermögen
* Gepflegtes Erscheinungsbild
* Speditiv
* Belastbar
* Hohe Konzentrationsfähigkeit
* Gutes Auffassungsgabe
* Aufmerksam
* Nach Möglichkeit Erfahrung im Verkauf",Detailhandel / Logistik,Spreitenbach,8957,210.38,25.5,25 Nov 2023,1
401,Handwerk & Auf-/Abbau,Ungelernt,"Personen mit Bereitschaft zu körperlicher Arbeit. Handwerkliches Geschick von Vorteil. Die Aufgaben können von einfachen Handlangertätigkeiten (z.B. Mobiliaraufbau), bis zu handwerklichen Tätigkeiten reichen.","Mitverantwortlich für die zeitnahe und reibungslose Warenausgabe
Mitverantwortlich für die ordnungsgerechte Entsorgung (Abfalltrennung)
bei Bedarf Mithilfe bei der fachgerechte Montage unseres Möbelsortiments
Wir freuen uns auf dein Interesse.",Promotion / Event,Emmen,6032,165.49,25.46,25 Nov 2023,1
402,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Aufgaben: 
- Produktion der Speisen
- Unterstützung des Küchenteams
- Arbeiten vor den Gästen am Stand
- allgemeine Reinigungsarbeiten

Profil:
- Küchenerfahrung in der gehobenen Gastronomie
- Verantwortungsbewusst und selbstständig
- Motiviert, aufgestellt und flexibel

Informationen:
- perfekte ÖV-Anbindungen bis Bahnhof Stettbach von Zürich Hauptbahnhof in 7min (S3, S9, S12)
- KEINE Parkmöglichkeiten 
- Für die Verpflegung werden dir 7.-pro Tag bei Bedarf abgezogen

Pausen- sowie Arbeitszeiten können je nach Gästeanzahl variieren",Gastronomie / Hotel,Dübendorf,8600,336.0,32.0,25 Nov 2023,1
403,Verkaufsmitarbeiter/in / Detailhandel,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Verkaufsmitarbeiter/in, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit..","Aufgaben:
Aktive Bedienung und Beratung von Kunden im Bereich Sportschuhe und -Bekleidung der Marke On
Sicherstellung einer sauberen, aufgefüllten und ordentlichen Lager- und/oder Verkaufsfläche 
Auffüllen von Ware auf der Verkaufsfläche

Profil:
Begeisterung für den Kontakt mit Kunden und Bereitschaft, eine ausgezeichnete Dienstleistung anzubieten (Gastgeberrolle)
Eine Leidenschaft für die unterschiedlichsten Sportarten und entsprechende Produkte-Kenntnisse
Kommunikative, aufgeschlossene Persönlichkeit
Zuverlässig, verantwortungsbewusst und teamfähig
Hohe Agilität
Gute Deutschkenntnisse, Englischkenntnisse von Vorteil",Detailhandel / Logistik,Zürich,8001,256.0,32.0,25 Nov 2023,1
404,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Du bist eine aufgestellte und herzliche Persönlichkeit, welche aus Leidenschaft Gastgeber ist. Mit viel Freude und Engagement verwöhnst du unsere Gäste, behältst den Überblick und hast immer ein Lächeln im Gesicht. 

Dein Einsatz wird in der Gästebetreuung im Restaurant sein. Du begrüsst, betreust und verabschiedest unsere Gäste und sorgst mit deiner charmanten Art für einen unvergesslichen Aufenthalt. Zu deinen Aufgaben gehören die Buffetpflege, eine saubere und aufgefüllte Station sowie eine super Teamarbeit in unserem Selfservice Restaurant. 

Die angegebene Einsatzzeit kann +/- um eine Stunde variieren, abhängig vom Gästevolumen. 
Es sind keine Gratis-Parkplätze vorhanden.",Gastronomie / Hotel,Bern,3011,416.5,24.5,25 Nov 2023,2
405,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Vous êtes à la recherche d'un emploi dans le commerce au sein d'une équipe dynamique et motivée ? Nous avons une opportunité de remplacement dans notre fromagerie chez | | .

Principales responsabilités du poste de Remplacement Fromagerie :

- Assurer le service client dans la fromagerie
- Conseiller les clients et les informer sur les produits
- Gérer les commandes et les stocks de produits laitiers
- Participer à la mise en place et à la présentation attrayante des produits
- Maintenir la propreté et l'hygiène de la fromagerie
- Assister le chef fromager dans les tâches quotidiennes
- Respecter les normes de sécurité alimentaire

Pour réussir dans ce poste, vous devez avoir une passion pour les produits laitiers et une connaissance approfondie des différents fromages. Une expérience préalable dans le domaine de la fromagerie ou une formation en fromagerie est un plus.

Chez | | , nous sommes fiers de notre engagement envers nos clients et de la qualité de nos produits. Si vous êtes motivé(e), dynamique et que vous avez un service client exemplaire, nous aimerions vous rencontrer.

Rejoignez notre équipe et contribuez au succès de la fromagerie ! Postulez dès maintenant pour le poste de Remplacement Fromagerie chez | | .",Detailhandel / Logistik,Lausanne,1003,165.49,25.46,25 Nov 2023,1
406,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Festwirtschaftsbetrieb: Aufnahme von Getränke- und Essensbestellung in der eigenen Station . 
Eigenes Serviceportemonnaie mit Geldstock (wir empfehlen Fr. 500.00) sollte mitgebracht werden. Das Trinkgeld darf behalten werden. Wenn vorhanden einen Halter für das Portemonnaie mitbringen. (Bitte melden wenn Sie kein eigenes Portemonnaie stellen können)",Gastronomie / Hotel,Thun,3600,206.5,29.5,25 Nov 2023,2
407,Promoter/in (Berater/in),,,Weihnachtsgeschenke schön und schnell einpacken.,Promotion / Event,Zürich,8001,195.75,27.0,25 Nov 2023,1
408,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Wir suchen dich als Unterstützung!
 
Voraussetzungen:
Führerausweis B (Handschaltung und Automat)

Deine Aufgaben:
Mise-en-Place-Arbeiten 
Allgemeine Gästebetreuung 
Auf-, und Abbau von Lieferungen
Auffüllarbeiten
Arbeitsplatz sauber halten
Allgemeine Reinigungsarbeiten
Einhaltung und Umsetzung der ISO- und HACCP-Richtlinien

Einsatzzeiten können +/- 1h variieren.

Wir freuen uns auf deine Bewerbung.",Gastronomie / Hotel,Horgen,8810,90.3,24.08,25 Nov 2023,1
409,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Die Gäste begrüsse, bei Bedarf über Inhalte /Allergene informieren, bei der Wahl der Speisen beraten, und diese fachgerecht zusammenstellen.",Gastronomie / Hotel,Zürich,8001,421.4,24.08,25 Nov 2023,2
410,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Ihre Aufgaben:
- Gelieferte Waren auspacken sowie anschliessende Warenpräsentation und Dekorationsgestaltung
- Beratung und Bedienung der Kunden
- Betreuung des Kassenwesens 
- Pflege- und Ordnungsarbeiten im Store

Ihr Profil:
Nebst hohem Dienstleistungsbewusstsein und Affinität zu Mode bringen Sie folgenden Background mit:
- Verkaufserfahrung von Vorteil
- Kompetentes und professionelles Auftreten
- Gepflegtes Erscheinungsbild",Detailhandel / Logistik,Luzern,6004,91.35,26.1,25 Nov 2023,1
411,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Du wirkst hinter den Kulissen mit und unterstützt die Küche. 
Produktion und Fertigung von Speisen
Mitarbeit in einem jungen und motivierten Team.",Gastronomie / Hotel,Thun,3604,240.0,30.0,25 Nov 2023,1
412,E-Bike-Kurier/in,,,"DEINE AUFGABEN

Die heissen Pizzas lieferst Du als Driver sicher, in einwandfreier Qualität und auf sicherstem Weg dem Kunden. Du bist Dir bewusst, dass Du in der Zeit auf dem Elektro Scooter und beim Gast den Domino’s Brand repräsentierst. Dein herzliches Lächeln und positive Energy überzeugen den Gast.
• Im Store die Bestellung zusammenstellen
• Sofort reagieren und den Weg zum Kunden kurz checken
•  ausliefern mit Electroscooter
• Verkauf an der Tür, Einkassieren
• Einsatz Möglichkeit 13:00 – 23:00 Uhr.

UNSERE ANFORDERUNGEN

Wir wollen von Dir 100% Leistungs- und Einsatzbereitschaft, Flexibilität und Integrität. Ebenso wichtig sind uns verhandlungssichere Deutschkenntnisse. Respektieren des Grundsatzes: Geschwindigkeit im Store – Sicherheit auf der Strasse!
• immer ein Lächeln für unsere Kunden
• Zuverlässigkeit und Flexibilität
• Identifikation mit der Marke
• 100% Leistungs- und Einsatzbereitschaft
• Kommunikation in Deutsch
• Führerschein Kat. A1 Zwingend !

WIR BIETEN DIR
Für harte Jungs und Mädels bieten wir einen abwechslungsreichen und auch anspruchsvollen Job, mit der Möglichkeit, Draussen zu sein. Dies allerdings auch bei jedem Wind und Wetter!
• Moderne Electro Scooter 
• Trinkgeld (hängt von Dir und Deinem Auftreten beim Kunden ab)
• ein tolles Team
• leckere",Detailhandel / Logistik,Zürich,8051,225.9,25.1,25 Nov 2023,1
413,Spülküchen-Mitarbeiter/in mit Erfahrung,,,"Wir suchen Spülküchenmitarbeitende für unsere Chocolateria

Profil
- Erfahrung in Gastronomie 
- Freundliche und aufgeschlossene Persönlichkeit 
- Kunden- und dienstleistungsorientiert
- Spass an der Arbeit und Durchhaltevermögen

Aufgaben
- Reinigen und verräumen von Formen, Besteck und diversem Material
- Weitere Reinigungs und Vorbereitungsaufgaben",Gastronomie / Hotel,Kilchberg,8802,237.5,25.0,25 Nov 2023,2
414,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Unterstützung im Verkauf mit Fokus auf den Etagenservice

Aufgabenbereich:
* Begrüssung der Kunden
* Proaktiver Verkauf, auf Aktionen aufmerksam machen und Alternative anbieten
* Style-Beratung und Empfehlung
* Sicherstellung Sauberkeit / Ordnung im zugeteilten Bereich
* Artikel auffüllen, Grössenverfügbarkeit gewährleisten

Ihr Profil:
* Sehr gute Deutschkenntnisse
* Textilkenntnisse erwünscht
* Offen und kommunikativ
* Gutes Einfühlungsvermögen
* Gepflegtes Erscheinungsbild
* Speditiv
* Belastbar
* Hohe Konzentrationsfähigkeit
* Gutes Auffassungsgabe
* Aufmerksam
* Nach Möglichkeit Erfahrung im Verkauf",Detailhandel / Logistik,Wil,9500,91.88,24.5,25 Nov 2023,1
415,Spülküchen-Mitarbeiter/in mit Erfahrung,,,"Reinigen und putzen in der Spühlküche sowie der , mithilfe in der . Rüstarbeiten, Schneiden von Gemüse sowie Mithilfe im Service, nähmlich abräumen der Stationen etc.",Gastronomie / Hotel,Zürich,8044,195.0,26.0,25 Nov 2023,1
416,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Du bist eine aufgestellte und herzliche Persönlichkeit, welche aus Leidenschaft Gastgeber ist. Mit viel Freude und Engagement verwöhnst du unsere Gäste, behältst den Überblick und hast immer ein Lächeln im Gesicht. 

Dein Einsatz wird in der Gästebetreuung sein. Du begrüsst, betreust und verabschiedest unsere Gäste und sorgst mit deiner charmanten Art für einen unvergesslichen Aufenthalt. Zu deinen Aufgaben gehören die Gästebetreuung, eine saubere und aufgefüllte Station sowie eine super Teamarbeit. 

Das erwarten wir von Dir:

• Berufserfahrung als Commis de Rang in der gehobenen Gastronomie
• Gute mündliche und schriftliche Sprachenkenntnisse in Deutsch und Englisch, jede weitere Sprache von Vorteil
• Gute Produktekenntnisse (Wein, Spirituosen, Käse)
• Ein Verkaufsflair und gute organisatorische Fähigkeiten
• Gute Umgangsformen und Rhetorik, welche dem Niveau eines Erstklasshotels entsprechen

Die angegebene Einsatzzeit kann +/- um eine Stunde variieren, abhängig vom Gästevolumen.",Gastronomie / Hotel,Zürich,8001,368.0,32.0,25 Nov 2023,1
417,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Vor- und Nachbereitungsarbeiten sowie gemeinsamen Service für das perfekte Gästeerlebnis.

Die Kleider- und Groomingvorschriften sind zwingend einzuhalten. Sollte dies nicht der Fall sein, so kann der Einsatz nicht angetreten werden und eine Entlohnung entfällt.
 - Saubere und gepflegte schwarze Lederschuhe mit langen schwarzen Socken 
 - Dezentes Make-up und Dezenter Schmuck und keine sichtbaren Piercings
 - Saubere und kurze unlackierte Fingernägel
 - Gepflegte Haare, ab Schulterlänge zusammengebunden
 - Männer frisch rasiert 
 - Positive und offene Körpersprache

TREFFPUNKT: -3 bei der Warenannahme die sich auf der Rückseite des Hotels, neben dem Schotterparkplatz befindet. Treffpunkt an der Aufgangsrampe 10 Minuten vor Beginn des Einsatzes.

Falls du mit dem Auto anreist, dient ausschliesslich dein ausgedruckter Einsatzrapport als Parkschein hinter der Windschutzscheibe. Bitte zwingend auf dem Kiesparkplatz -3 neben der Warenannahme parken ! 
Die Parkplatzgebühren kosten 6 CHF und werden dir über die Spesen abgezogen.

Solltest du mit dem Schiff anreisen, bekommst du ausschliesslich mit deinem gültigen Einsatzrapport (digital oder ausgedruckt) die Fahrt von Luzern nach Kehrsiten Vergünstigt für 6 CHF zur Verfügung gestellt.

Die Bahn zum rauf kostet 6 CHF und wird dir über die Spesen angezogen.

!!Sollte kein Einsatzrapport vorhanden sein, können wir dies nicht berücksichtigen!!",Gastronomie / Hotel,Bürgenstock,6363,288.0,32.0,25 Nov 2023,1
418,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Wir suchen dich als Unterstützung!

Deine Aufgaben:
Mise-en-place Arbeiten
Zubereiten und Anrichten von warmen und kalten Speisen


Einsatzzeiten können +/- 1h variieren.

Wir freuen uns auf deine Bewerbung.",Gastronomie / Hotel,Luzern,6002,149.15,31.4,25 Nov 2023,1
419,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Hallo Zusammen

Schön, dass Du Dich für unseren Einsatz interessierst. 
Wir sind immer auf der Suche nach dynamischen Mitarbeitenden, welche uns bei unseren Veranstaltungen tatkräftig und mit viel Leidenschaft unterstützen.

Spezifischer Einsatz:
- Vorbereiten und Anrichten der Speisen (vor Ort am Anlass)
- Allgemeine Aufräum – und Reinigungsarbeiten

Anforderungen:
Auf eine aufrechte Körperhaltung, ein gepflegtes Auftreten und persönliche Hygiene legen wir viel Wert. Dazu gehören ein ordentlicher Haarschnitt, Haare werden zusammengebunden, dezentes Make up und Parfum, eine saubere Rasur, gepflegte und saubere Fingernägel sowie unauffälliger Schmuck.

Bevorzugt werden Mitarbeitenden welche an allen Tagen einsetzbar sind.

Wir freuen uns auf Dich, also schnell bewerben! ツ",Gastronomie / Hotel,Frauenfeld,8500,139.5,31.0,25 Nov 2023,1
420,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Hallo Zusammen

Schön, dass Du Dich für unseren Einsatz interessierst. 
Wir sind immer auf der Suche nach dynamischen Mitarbeitenden, welche uns bei unseren Veranstaltungen tatkräftig und mit viel Leidenschaft unterstützen.

Spezifischer Einsatz:
- Getränke- und Speiseservice 
- Gästebetreuung 
 - Allgemeine Aufräumarbeiten 

Anforderungen: 
Die wunderbare Welt der Gastronomie sollte Dir nicht unbekannt sein und Höflichkeit Deine zweite Muttersprache. Zudem legen wir viel Wert auf eine aufrechte Körperhaltung, ein gepflegtes Auftreten und persönliche Hygiene. Dazu gehören ein ordentlicher Haarschnitt, lange Haare werden zusammengebunden, dezentes Make up und Parfum, eine saubere Rasur, gepflegte und saubere Fingernägel sowie unauffälliger Schmuck (kein Muss ;)).

Das Einsatzende kann etwas variieren. Wir erwarten von den Mitarbeitenden deswegen eine gewisse Flexibilität was das anbetrifft. Ich bitte dich mind. 10 Minuten vor Schichtbeginn am Einsatzort zu sein.

Bevorzugt werden Mitarbeitende welche an allen Tagen einsetzbar sind.

Wir freuen uns auf Dich, also schnell bewerben! ツ",Gastronomie / Hotel,Frauenfeld,8500,826.0,29.5,25 Nov 2023,7
421,Koch/Köchin,Ungelernt,Hobby-Koch/Köchin mit Freude am Kochen und an der Verarbeitung von Lebensmitteln. Teamfähigkeit ist Voraussetzung.,"Grillieren von Bratwürsten und Hamburger, Produktion von Pommes frites und Kebabbox",Gastronomie / Hotel,Luzern,6005,114.38,24.08,25 Nov 2023,1
422,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Einsatz kann um ca. eine halbe Stunde variieren

Das Tragen einer weissen Bluse/Hemd, schwarzen Hosen und schwarzen Schuhen ist obligatorisch.",Gastronomie / Hotel,Muttenz,4132,273.0,28.0,25 Nov 2023,1
423,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotin- und tabakhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Wil,9500,104.0,26.0,25 Nov 2023,1
424,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.",,Detailhandel / Logistik,Zürich,8001,89.11,25.46,25 Nov 2023,1
425,Promoter/in (Berater/in),,,"WAS: Promotion, Verkauf und Degustation von .
WO: EUROSPAR Bernina, Zürich
WIE: Potenzielle Kundschaft ansprechen, einfache Drinks mixen und erklären.
VORAUSSETZUNG: Gastro-Erfahrung, Erfahrung im Verkauf, freundlich, kontaktfreudig",Promotion / Event,Zürich,8057,126.0,28.0,25 Nov 2023,1
426,Pflegehelfer/in SRK,mit Zertifikat,Das Zertifikat des Pflegehelferkurses muss auf dem Coople-Account hinterlegt sein.,"Wir suchen dich!
Sei im Denken und Handeln fantasievoll, originell und unkonventionell. Sei mutig. Bringe dich und andere zum Lachen, verstehe und habe Spass. Lass dich inspirieren und begeistern von neuen Impulsen und Ideen. Bring deine Ideen ein und begeistere andere damit. Nimm dein Gegenüber wahr und handle sorgfältig. Übernimm Verantwortung für dein Handeln und die daraus entstehenden Konsequenzen. Sei du selbst, sei aufrichtig und ehrlich, verstelle dich nicht. Handle im Bewusstsein von Achtung und Wertschätzung. Lass den anderen ihren Raum.

Wenn unsere Werte mit deinen übereinstimmen, dann bist du die richtige Persönlichkeit für uns.

Wir freuen uns sehr auf deine Bewerbung und darauf, dich als Persönlichkeit kennen zu lernen.",Gesundheitswesen,Effretikon,8307,97.5,30.0,25 Nov 2023,1
427,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,Service an einer privaten Weihnachtsfeier von 6 Personen,Gastronomie / Hotel,Bottmingen,4103,166.75,29.0,25 Nov 2023,1
