Rank,Job role,Experience Level,Experience detail,Job description,Industry,City,Post Code,Pay total,Pay per hour,Start date,Shift
592,Spülküchen-Mitarbeiter/in mit Erfahrung,,,"Unterstüzung in der Spühlküche. Betrifft Säubern und trocknen von Weiss und Schwarzgeschirr sowie allfällige Reinigungsarbeiten und unterstützung am Buffet.

Allgemeine Vorschriften:
[link hidden]",Gastronomie / Hotel,Zürich,8002,1123.47,27.74,4 Dec 2023,5
593,Fachmann/frau Gesundheit EFZ (angepasste Ausbildungen),Gelernt,Die Ausbildungsnachweise (Zertifikate / Diplome) müssen auf dem Coople-Account hinterlegt sein. Die NAREG-Nr. ist im Lebenslauf zu erwähnen.,Einsatz in Pflegezentrum mit 21 Bewohnenden. Pflegerische und med.-technische Verrichtungen gemäss Kompetenzprofil. Mithilfe bei der Gestaltung der Tagesstruktur. Mitverantwortung für einen gut strukturierten Tagesablauf und die interdisziplinäre Zusammenarbeit.,Gesundheitswesen,Uster,8610,1600.0,40.0,4 Dec 2023,5
594,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Blue Cinema

Es handelt sich um eine Bankett-Service.

Unser Anforderungen an Dich:
- Gästebetreuung
- Servieren von Speisen und Getränken
- Geübter Umgang in 3-Teller tragen
- Gepflegtes Erscheinungsbild


Der Einsatz kann +/- 2h länger dauern, daher erwarten wir Flexibilität dies betreffend.",Gastronomie / Hotel,Zürich,8005,98.0,28.0,4 Dec 2023,1
595,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Nous organisons le 04.12. une masterclass sur le thème du Portugal. Le travail suivant est prévu :
- préparer les tables de séminaire / mettre le couvert
- préparation du vin : ouvrir les bouteilles/prégoûter
- service de vin pendant le masterclass
- Service du vin pendant l'apéritif
- Travaux de rangement simples/débarrasser les tables.",Gastronomie / Hotel,Lausanne,1003,160.0,32.0,4 Dec 2023,1
596,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Unterstützung im Verkauf mit Fokus auf den Etagenservice

Aufgabenbereich:
* Begrüssung der Kunden
* Proaktiver Verkauf, auf Aktionen aufmerksam machen und Alternative anbieten
* Style-Beratung und Empfehlung
* Sicherstellung Sauberkeit / Ordnung im zugeteilten Bereich
* Artikel auffüllen, Grössenverfügbarkeit gewährleisten

Ihr Profil:
* Sehr gute Deutschkenntnisse
* Textilkenntnisse erwünscht
* Offen und kommunikativ
* Gutes Einfühlungsvermögen
* Gepflegtes Erscheinungsbild
* Speditiv
* Belastbar
* Hohe Konzentrationsfähigkeit
* Gutes Auffassungsgabe
* Aufmerksam
* Nach Möglichkeit Erfahrung im Verkauf",Detailhandel / Logistik,Spreitenbach,8957,95.63,25.5,4 Dec 2023,1
597,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"- Mithilfe in der warmen & kalten Küche
- Mise-en-place-Arbeiten
- Schöpfen Menu ab Band
- Aufräum- & Reinigungsarbeiten",Gastronomie / Hotel,Wohlen,5610,966.0,28.0,4 Dec 2023,6
599,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Gästebetreuung, allgemeine Reinigungsarbeiten
Mithilfe im à la Carte Service
Die Einsatzzeiten können je nach Gästeaufwand variieren",Gastronomie / Hotel,Zürich,8048,160.0,32.0,4 Dec 2023,1
600,Mitarbeiter(in) Passagierbetreuung,Interessiert,Zukünftig für Rekrutierungen am Flughafen berücksichtigt zu werden sowie die entsprechenden Ausbildungen zu absolvieren.,"Bitte genau durchlesen!

Zur Verstärkung unseres Kunden am Flughafen Zürich suchen wir ab Februar 2024 flexible Mitarbeiter im Bereich Passagierbetreuung.

Aufgaben:
-Betreuung von mobilitätseingeschränkten Passagieren 
-Begleitung, Unterstützung & Beförderung der Passagiere (z.B. vom Check-In zum Flugzeug)

Folgende Schichten stehen zur Auswahl (Mo-So):
 (05:30) 06:00-09:00 Uhr (kann auch nur bis 08:30 Uhr sein)
19:00-21:30 (22:00) Uhr
10:30-13:30 Uhr

Unser Angebot für zukünftige Einsätze (nach Training):
-Stundenlohn: CHF 30.00 Brutto (0-2.75 Std-Schicht) / CHF 26.00 Brutto (länger als 2.75 Std-Schicht)
-Attraktive Zulagen bei Nachtarbeit (20.00-06.00) sowie am Wochenende & Feiertagen
-Parkplatzmöglichkeit am Flughafen zu vergünstigten Tarifen
-Diverse Vergünstigungen für Dienstleistungen, Shops & Restaurants am Flughafen (keine Flugvergünstigungen) 

Folgende Anforderungen müssen 100% erfüllt sein:
-Körperliche Belastbarkeit
-Gute Umgangsformen & Einfühlungsvermögen
-Keine Berührungsängste mit mobilitätseingeschränkten Personen 
-Seit mindestens 5 Jahren wohnhaft & gemeldet in der Schweiz
-Englisch & Deutsch Niveau: mind. B1/B2
-Keinen Eintrag im Strafregister
-Führerausweis Kat. B Auto
-Du bist langfristig an einer flex. Anstellung via am Flughafen Zürich interessiert
-Übernahmemöglichkeit von mind. 3 Schichten pro Woche
-Instruktionsdaten: folgen 
-möglichst keine Ferien von Anfang JUL bis OKT

Wenn du in die engere Auswahl kommst, bitten wir dich, am angegebenen Abend ab 18:00 Uhr ca. 15 Minuten zu reservieren um unsere Umfrage (Link dazu bekommst du vorgängig zugeschickt) auszufüllen. Falls du weiter im Rennen bleibst, werden wir dich in kontaktieren. WICHTIG: Du musst für diesen Einsatz nicht an den Flughafen kommen, es geht nur um die Umfrage!

Die Anstellung für diesen Einsatz wird nicht vergütet & ist keine Garantie für weitere Einsätze. Interessenten ohne Lebenslauf können wir leider nicht berücksichtigen.",Luftverkehr,Kloten,8302,0.0,0.0,4 Dec 2023,1
601,Promoter/in (Berater/in),,,"Schulung und Kennenlernen

Wir informieren euch über folgende Details:
- Übersicht 
- Übersicht Booklet - Ziel Promotions
- Check-in/out vor Ort
- Badge Abgabe",Promotion / Event,Zürich,8047,82.5,27.5,4 Dec 2023,2
602,Logistiker/in,Ungelernt,"Personen mit Bereitschaft zu körperlicher Arbeit (z.B. Be-/Entladen von Lastwagen, Einpacken und Rüsten von Sendungen). Handwerkliches Geschick von Vorteil.","Responsabilités : 
- Préparation des commandes de manière rigoureuse et rapide (réception liste picking, sélection des produits, emballages)
- Nettoyage du poste de travail
- Utilisation du système interne (scanneur)
- Transmission des commandes 
- Les responsabilités ne sont pas limitées à celles mentionnées ci-dessus et vous pouvez être amenés à aller dans d'autres départements. 
- Lors de la formation, vous passerez dans tous les départements (frigo, fruit et légume, arrivage, expédition etc).
- Mission sur le long terme (2 jours, puis 3 mois, puis 6 mois avec embauche fixe potentiel a la fin de la mission)

Compétences - Personnelles et sociales : 
 - Personnalité dynamique, proactive 
 - Méticuleux-se, précis-e et organisé-e
 - Bonne gestion du stress
 - Excellent esprit d’équipe 
 - Bonne condition physique (rester debout, porter, déplacer des colis/objets toute la journée)
- Être motivé et engager à travailler sur le long terme 

Particularité : 
- Travail de jour uniquement (Horaire de jour : Lundi au vendredi : 05h – 16h (environ) voir plus tard si besoin. Merci de ne pas prévoir de RDV personnel, notamment les lundis et vendredi après-midi)
- Parking mis à disposition gratuit
- Être d’accord de travailler au frigo (4°C)
- Chaussure de sécurité Obligatoire – Nous ne fournissons pas de chaussure de sécurité",Promotion / Event,Ecublens,1024,46910.05,25.46,5 Dec 2023,194
603,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Produktion von Sandwiches, Mittagessen, allgemeine Reinigung",Gastronomie / Hotel,Domat/Ems,7013,496.0,32.0,5 Dec 2023,2
604,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Sandwich, Salate, Schöpfen, Abwaschen",Gastronomie / Hotel,Goldach,9403,191.25,25.5,5 Dec 2023,1
605,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","""Wir suchen Köche/Köchinnen für unsere in der "". 

Profil: 
- Kochen aus Leidenschaft in der kalten und warmen Küche
- Erfahrung in der Gastronomie
- Deutschkenntnisse
- Selbständig, teamfähig und belastbar
- Aufgestellt

Aufgaben:
- eigenständiges Arbeiten in der Küche
- Fertigstellen und selbständiges Produzieren der Speisen
- Mise en place und Rüstarbeiten
- Sicherstellung der Konstanz & Qualität der Speisen bei Kochprozessen
- Mitverantwortung bei der Umsetzung & Überwachung des Hygienekonzeptes

Wichtig
- Je nach Gästeaufkommen können die Einsatz- und Pausenzeiten variieren.""",Gastronomie / Hotel,Adliswil,8134,752.0,32.0,5 Dec 2023,3
606,Kassenmitarbeiter/in,,,"Ce que tu accomplis
• Tu accueilles et conseilles chaleureusement les visiteurs en leur fournissant les informations sur les produits 
• Tu mets en valeur la marchandise dans les magasins, tout en respectant les concepts du groupe Migros 
• Tu enregistres et encaisses la marchandise de façon précise et rigoureuse
• Tu respectes les normes de l'entreprise en matière d'hygiène, de sécurité et de data 


Ce que tu apportes
• Idéalement, une première expérience professionnelle dans le commerce de détail 
• Dynamique, polyvalent-e et flexible, avec un sens inné du service à la clientèle
• Excellentes connaissances en français",Gastronomie / Hotel,Carouge,1227,2996.02,26.83,5 Dec 2023,16
607,Kassenmitarbeiter/in,,,"Aufgaben:
Kontrolle der Wareneingänge
Warenbewirtschaftung und –präsentation (inkl. Promotionen)
Sicherstellung der Lagerordnung
Rayonpflege sowie der Bestände
Bearbeiten von Kundenbestellungen, Reservationen und Lieferantenretouren

Profil:
Verkaufserfahrung, im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Produkte
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die Einsatztage- und Zeiten sind noch nicht definiert und werden werden vom Auftraggeber laufend ca. 1-3 Wochen im Voraus kommuniziert.
Die Einsatztage- und Zeiten in diesem Einsatz sind fiktiv.
Sie müssen während der ganzen Zeit flexibel verfügbar sein (jeweils zwischen 09:00-20:00 Uhr inkl. Samstag- und Sonntagseinsätze).",Gastronomie / Hotel,Wallisellen,8304,1986.83,26.2,5 Dec 2023,10
608,Kassenmitarbeiter/in,,,"""Aufgaben:
Sicherstellung eines exzellenten Kundenservices
Bearbeitung von Anfragen im Zusammenhang mit der Pluscard, Gutscheinen, Online-Shop usw.
Bearbeitung oder Weiterleitung von Reklamationen und Feedbacks
Auskunftserteilung zu Sortiment, Sonderangeboten und Standorten
Geschenkkartenverkauf
Bearbeitung von Kundenaufträgen (Omnichannel sowie vor Ort)
Eröffnung und Abrechnung der 

Profil: 
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Repräsentative Persönlichkeit mit gewinnender Ausstrahlung und einigen Jahren relevanter Berufserfahrung
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Kunden und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die oben abgebildeten Einsatztage- und Zeiten sind lediglich beispielhaft aufgeführt. Die effektiven Einsatztage und -Zeiten werden laufend ca. 1-3 Wochen im Voraus zwischen dem Einsatzbetrieb und dem Arbeitnehmenden vereinbart. Die Einsätze finden grundsätzlich zwischen 08:00-20:00 Uhr inkl. Samstags- und Sonntags statt.

Als Dankeschön für deine Leistung bei hast du ab 3 abgeschlossenen Schichten einen Personalrabatt zwischen 15-30% auf das gesamte Sortiment inklusive Online Shop. Die genauen Infos bekommst du als PDF nach der Anstellung zugeschickt.",Gastronomie / Hotel,Wallisellen,8304,2004.98,25.46,5 Dec 2023,12
609,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Votre cahier des charges:
• Conseil et service à la clientèle de qualité 
• Mise en place des articles 
• Contrôle des accès des clients

Votre profil: 
• Très bon niveau d'anglais
• Personne ouverte et communicative 
• Bonnes capacités d'empathie 
• Présentation soignée 
• Rapidité 
• Bonne résistance au stress 
• Bonne capacité d'écoute
• Bonne connaissance et passion pour la mode
• Ponctualité 

Code vestimentaire 
• Bien soigné, élégant, sobre
• L'utilisation du téléphone portable n'est pas autorisée durant le travail",Detailhandel / Logistik,Genève,1204,217.12,27.14,5 Dec 2023,1
610,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",Unterstützung im a la Carte | Miss En place | Buffet,Gastronomie / Hotel,Zürich,8050,1155.0,35.0,5 Dec 2023,4
612,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Freundliche und aufmerksame Bedienung , Bestellung aufnehmen, Tellerservice",Gastronomie / Hotel,Zofingen,4800,65.5,26.2,5 Dec 2023,1
613,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,Teller der Gäste anrichten (schöpfen) und allgemeine Reinigungsaufgaben,Gastronomie / Hotel,Zürich,8005,189.0,27.0,5 Dec 2023,3
614,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,Gästebetretung / Allgemeine Reinigungsarbeiten,Gastronomie / Hotel,Zug,6300,108.5,31.0,5 Dec 2023,1
615,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Du bist eine aufgestellte und herzliche Persönlichkeit, welche aus Leidenschaft Gastgeber ist. Mit viel Freude und Engagement verwöhnst du unsere Gäste, behältst den Überblick und hast immer ein Lächeln im Gesicht. 

Dein Einsatz wird in der Gästebetreuung sein. Du begrüsst, betreust und verabschiedest unsere Gäste und sorgst mit deiner charmanten Art für einen unvergesslichen Aufenthalt. Zu deinen Aufgaben gehören die Gästebetreuung, eine saubere und aufgefüllte Station sowie eine super Teamarbeit. 

Das erwarten wir von Dir:

• Berufserfahrung als Commis de Rang in der gehobenen Gastronomie
• Gute mündliche und schriftliche Sprachenkenntnisse in Deutsch und Englisch, jede weitere Sprache von Vorteil
• Gute Produktekenntnisse (Wein, Spirituosen, Käse)
• Ein Verkaufsflair und gute organisatorische Fähigkeiten
• Gute Umgangsformen und Rhetorik, welche dem Niveau eines Erstklasshotels entsprechen

Die angegebene Einsatzzeit kann +/- um eine Stunde variieren, abhängig vom Gästevolumen.",Gastronomie / Hotel,Zürich,8001,208.0,32.0,5 Dec 2023,1
617,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Suchen Sie nach einer aufregenden Gelegenheit, in einem renommierten Theater in Zürich zu arbeiten? Dann sind Sie bei uns genau richtig! Das 11 - & Co AG sucht derzeit motivierte Kellner und Kellnerinnen für unseren bevorstehenden Sponsoren Apero The Lion King.

Arbeitsort: Theater 11, Thurgauerstrasse 7, Zürich
Arbeitsbeginn: Bitte 10 Minuten vor dem geplanten Arbeitsbeginn erscheinen

Zu Ihren Aufgaben gehören:
- Servieren von Getränken und Snacks während des Aperos
- Treffpunkt am Haupteingang des Theaters 11
- Kundenbetreuung und freundlicher Umgang mit Gästen

Wir bieten Ihnen eine spannende und temporäre Anstellung in einem einzigartigen und kulturellen Umfeld. Neben wettbewerbsfähiger Bezahlung haben Sie die Möglichkeit, Teil eines engagierten Teams zu sein und wertvolle Erfahrungen in der Gastronomie zu sammeln.

Wenn Sie ein kommunikativer, aufgeschlossener und serviceorientierter Mensch sind und gerne in einem dynamischen Theaterumfeld arbeiten möchten, dann freuen wir uns auf Ihre Bewerbung. Werden Sie Teil unseres Teams und erleben Sie die Faszination des Theaters hautnah!

Bewerben Sie sich noch heute und starten Sie Ihre Karriere im 11 - & Co AG!",Gastronomie / Hotel,Zürich,8050,108.36,24.08,5 Dec 2023,1
618,Chef de Service,,,"Wir suchen einen erfahrenen und leidenschaftlichen Chef, der das Restaurant Theater 11 bei & Co AG leitet. Als Chef sind Sie verantwortlich für die Organisation und Koordination der Service-Mitarbeiter, um einen reibungslosen Betrieb und den besten Kundenservice zu gewährleisten. Es werden Mitarbeiter bovorzugt, die an allen Tagen arbeiten können. 

Zu den Aufgaben gehören:
- Führung des Service-Restaurants im Theater 11
- Organisation und Koordination von Mitarbeitern zur Gewährleistung einer schnellen und effizienten Kundenerfahrung
- Erfüllung von Bestellungen und Bereitstellung von Service für die Gäste während der Veranstaltungen
- Überwachung der Qualität des Essens und des Kundenservice
- Verwaltung des Bestands, einschließlich Bestellung und Überwachung von Lebensmittel- und Getränkelagerbeständen
- Sicherstellung, dass alle Mitarbeiter die Hygiene- und Sicherheitsvorschriften einhalten.

Wenn Sie ein Teamplayer sind, exzellenten Kundenservice bieten können und über umfangreiche Erfahrung in der Gastronomiebranche verfügen, sollten Sie sich bewerben. Wir bieten eine wettbewerbsfähige Vergütung sowie eine Vielzahl von Möglichkeiten zur beruflichen Weiterentwicklung in einem dynamischen und aufregenden Umfeld. Es werden Mitarbeiter bevoryugt, die an allen Tagen arbeiten

Der Arbeitsort befindet sich an der Thurgauerstrasse 7 in Zürich, Schweiz.",Gastronomie / Hotel,Zürich,8050,160.0,40.0,5 Dec 2023,1
620,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Treten Sie unserem Team in einem der renommiertesten Theaterrestaurants Zürichs bei! Das 11 - & Co AG sucht derzeit einen Cashkellner für unser Restaurant.

Das Arbeiten bei uns bietet Ihnen die Möglichkeit, Ihre Leidenschaft für die Gastronomie mit einem aufregenden Arbeitsumfeld zu verbinden. Die Hauptverantwortung des Cashkellner liegt in der kompletten Betreuung des Inkassos. Sie sind auch dafür verantwortlich, Bestellungen aufzunehmen, Essen auszuliefern und Küchenpässe an Küche zu bringen. Besondere Aufmerksamkeit sollten Sie der Führung Ihrer eigenen Station widmen.

Anforderungen:
- Erfahrung als Cashkellner und Lieferservice-Mitarbeiter
- Erfahrung als Runner in der Gastronomiebranche
- Kenntnisse über Weine und Grundkenntnisse über Kaffee
- Gute Kommunikationsfähigkeiten 
- Verfügbarkeit an Wochenenden und Feiertagen sowie während Veranstaltungen
- Fähigkeit, unter Druck zu arbeiten und ein hohes Maß an Servicequalität zu wahren

Wir bevorzugen Mitarbeiter, die regelmäßig oder Teilzeit arbeiten können. Wir bieten Wettbewerbslöhne und großzügige Trinkgelder sowie eine freundliche Arbeitsatmosphäre. Wenn Sie ein leidenschaftlicher Cashkellner sind, der das Tempo der Gastronomie liebt und in einem erstklassigen Restaurant arbeiten möchte, dann bewerben Sie sich noch heute beim Theater 11 in Zürich!",Gastronomie / Hotel,Zürich,8050,1424.93,29.38,5 Dec 2023,8
622,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,Apero Service,Gastronomie / Hotel,Zürich,8092,104.0,26.0,5 Dec 2023,1
623,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Du suchst nach einem aufregenden Job im Bereich Gastronomie? Dann bist du bei uns genau richtig! 11 - & Co AG sucht derzeit motivierte und zuverlässige Mitarbeiter/innen für den Abverkauf an der Bar im Theater 11 in Zürich.

Deine Aufgaben umfassen:
- Abverkauf von Getränken und Snacks an der Bar
- Bedienung der Kasse und korrekte Abrechnung
- Vorbereitung von Bestellungen und Sicherstellung einer schnellen Zubereitung
- Freundliche und professionelle Betreuung der Gäste

Das Theater 11 ist eine renommierte Veranstaltungslocation in Zürich und bietet eine spannende und lebhafte Arbeitsumgebung. 
Wir suchen nach flexiblen und engagierten Personen, die gerne im Team arbeiten und ein hohes Maß an Servicebereitschaft mitbringen.

Wenn du eine aufgeschlossene Persönlichkeit bist, gerne mit Menschen arbeitest und idealerweise bereits Erfahrung im Servicebereich hast, dann freuen wir uns auf deine Bewerbung!

Bitte beachte, dass es sich um eine temporäre Stelle handelt, die für spezifische Veranstaltungen im Theater 11 zur Verfügung steht. Wir bieten jedoch wettbewerbsfähige Vergütung und eine positive Arbeitsatmosphäre.

Bewirb dich noch heute und werde Teil unseres Teams im 11 - & Co AG!",Gastronomie / Hotel,Zürich,8050,626.08,24.08,5 Dec 2023,8
626,Promoter/in (Berater/in),,,"Depuis 2011, est une société offrant des solutions de marketing et event pour les entreprises, ainsi que des solutions éco-responsables aux particuliers et aux entreprises. Notre but est d’offrir des alternatives afin de limiter les impacts environnementaux grâce à des véhicules écologiques (Vélo-taxi, Vélo-Cargo et Tuktuk).

VOTRE MISSION: 
A Genève proposer des balades gratuites en vélo-taxi et faire la promotion d’un produit pour l'un de nos partenaire, en invitant le plus grand nombre de personnes à visiter leur succursale. 

OBLIGATOIRE 
Présentation soignée et être en possession d' un permis de conduire de la catégorie B ou A1 valable. 

VOTRE PROFIL :
Vous êtes communicatif(ve) et à l'aise dans le contact avec les personnes
Vous avez le flair pour la promotion de produits et services.
Vous possédez une bonne condition physique pour la conduite d’un vélo-taxi (avec assistance électrique)


IMPORTANT: 
1 heures de formation et d'introduction à la conduite du vélo-taxi aura lieu à Plainpalais et prévues avant l'évènement.
Se présenter avec le permis de conduire.",Promotion / Event,Genève,1204,756.0,27.0,6 Dec 2023,4
627,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","""Die oben abgebildeten Einsatztag- und zeiten sind lediglich beispielhaft aufgeführt. Die effektiven Einsatztage- und zeiten werden laufend ca. 1 – 3 Wochen im Voraus zwischen dem Einsatzbetrieb und dem Arbeitnehmenden vereinbart. Die Einsätze finden grundsätzlich zwischen 08.30 – 17.45 Uhr inkl. Samstag- und Sonntag statt.""

Bist du auf der Suche nach einem spannenden und abwechslungsreichen Job im Einzelhandel? Dann bewirb dich jetzt als Verkaufsaushilfe im Zooshop bei . 

Als Verkaufsaushilfe bist du verantwortlich für die Betreuung und Beratung unserer Kunden. Du kümmerst dich um das Kassieren der Einkäufe, füllst die Waren im auf und packst Lieferungen aus. Zudem übernimmst du die Preisauszeichnung der Produkte.

Unser Unternehmen befindet sich auf dem Zürichberg und ist bekannt für seine qualitativ hochwertigen Produkte und exzellenten Kundenservice.

*****
Wir suchen für die Monate Dezember 2023, Januar und Februar 2024 nach einer motivierten, flexiblen und engagierten Person, die Einsätze in unseren Zooshops (ca.60-80%) übernehmen kann. Die Anmeldung zum monatlichen Arbeitseinsatz erfolgt jeweils vorab über xoyondo.
WICHTIG: Wir stellen nur Verkaufsaushilfen ein, die mindestens 3 Monate arbeiten kommen können.
*****

Falls du Spaß am Umgang mit Kunden hast und gerne im Team arbeitest, wenn du zuverlässig bist, gerne im Einzelhandel tätig bist und über gute Deutschkenntnisse verfügst, freuen wir uns auf deine Bewerbung.

Bewirb dich noch heute als Verkaufsaushilfe im Zooshop.",Detailhandel / Logistik,Zürich,8044,17737.5,25.0,6 Dec 2023,86
629,Kassenmitarbeiter/in,,,"""Tâches :
Conseiller et servir activement les clients les plus exigeants.
Assurer la préparation des ventes
Service de caisse
Traitement des commandes et des plaintes des clients
Composition et préparation des produits
Acquérir des clients réguliers Pluscard
étagère, entretien du rayon de vente, responsabilité des commandes dans le magasin/entrepôt, étiquetage des prix, etc.)
Magasin/entrepôt de gestion des marchandises à la demande (trier les marchandises en cas de surcapacité, effectuer des contrôles et des corrections de stock)
Service des outils numériques
Respecter et appliquer les directives, les règlements légaux et d'entreprise en matière d'hygiène (HACCP).

Exigences :
Une expérience de la vente, en particulier dans le domaine mentionné ci-dessus, est clairement un avantage.
Esprit d'équipe, personnalité indépendante, flexible et résiliente. 
Apparence soignée, manières impeccables et attitude positive.
Orientation vers le client et le service
Très bonne connaissance du français.",Gastronomie / Hotel,Lausanne,1003,2024.07,25.46,6 Dec 2023,11
631,Spülküchen-Mitarbeiter/in mit Erfahrung,,,"Produktion , Menü Service , gerne Leute die alle 3 Tage können.",Gastronomie / Hotel,Basel,4058,375.0,25.0,6 Dec 2023,3
632,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",Mithilfe Bankett in Liestal,Gastronomie / Hotel,Liestal,4410,123.75,33.0,6 Dec 2023,1
633,Spülküchen-Mitarbeiter/in mit Erfahrung,,,"Anrichten beim Mittagsservice, Abwaschen, Putzen und allgemeine Reinigungsarbeiten",Gastronomie / Hotel,Langenthal,4900,84.0,28.0,6 Dec 2023,1
