Rank,Job role,Experience Level,Experience detail,Job description,Industry,City,Post Code,Pay total,Pay per hour,Start date,Shift
308,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Kunden bedienen und beraten, für Ordnung auf Verkaufsfläche sorgen",Detailhandel / Logistik,Bern,3000,171.86,25.46,18 Nov 2023,1
309,Verkaufsmitarbeiter/in / Detailhandel,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Verkaufsmitarbeiter/in, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit..",Kunden Beratung / Ware auspacken / Ware sortieren,Detailhandel / Logistik,Wallisellen,8304,545.7,32.1,18 Nov 2023,2
310,Verkaufsmitarbeiter/in / Detailhandel,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Verkaufsmitarbeiter/in, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit..",Kunden Beratung / Ware auspacken / Ware sortieren,Detailhandel / Logistik,Wallisellen,8304,579.7,34.1,18 Nov 2023,2
311,Host/Hostess,,,"Hallo zusammen 

Für die IGEHO 2023 Messe in Basel suchen wir Host:essen für den Cateringbereich. 

Wann: 18.11. - 22.11.23
Arbeitszeiten: 09:00 - 18:00 Uhr

Aufgaben: Kaffee zubereiten, Servieren, Aufräumen/Abwasch, Kaffeemaschinen sauber halten und reinigen


Bei Fragen stehe ich Euch gerne zur Verfügung. 

LG Dimi",Promotion / Event,Basel,4005,1134.0,27.0,18 Nov 2023,5
313,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben:
Aktive Beratung und Bedienung der anspruchsvollen Kundschaft
Gastgeber:in für einzigartiges Einkaufserlebnis
Bedienung der Kasse
Bearbeiten von Kundenbestellungen, Reklamationen und Pluscard-Anträgen 
Warenbewirtschaftung und –präsentation (inkl. Promotionen)

Profil:
Verkaufserfahrung, im genannten Bereich von Vorteil
Teamfähige, selbständige, flexible und belastbare Persönlichkeit 
Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
Faszination für qualitativ hochwertige Produkte
Kunden- und Dienstleistungsorientiert
Sehr gute Deutschkenntnisse, weitere Sprachen von Vorteil

Die oben abgebildeten Einsatztage- und Zeiten sind lediglich beispielhaft aufgeführt. Die effektiven Einsatztage und -zeiten werden laufend ca. 1-3 Wochen im Voraus zwischen dem Einsatzbetrieb und dem Arbeitnehmenden vereinbart. Die Einsätze finden grundsätzlich zwischen 09:00-20.00 Uhr inkl. Samstags- und Sonntags statt.",Detailhandel / Logistik,Wallisellen,8304,5133.6,27.6,18 Nov 2023,31
314,Reinigungsmitarbeiter/in,Ungelernt,"Arbeitskraft für Reinigungsarbeiten (z.B. Office, Raumpflege etc.).","Sie suchen nach einer spannenden Möglichkeit, Teil eines hochmotivierten und eingespielten Teams zu sein? Dann sind Sie bei uns im genau richtig! Wir suchen derzeit eine zuverlässige Aushilfe für unsere Abwascherei in der Küche.

Ihre Aufgaben umfassen:
- Reinigung von Geschirr, Töpfen und Pfannen
- Vorbereiten des Equipments für den Küchenbetrieb
- Unterstützung bei der Organisation und Reinigung der Küchenbereiche
Wir bieten Ihnen eine angenehme Arbeitsatmosphäre.
Parkplätze stehen Ihnen im Bahnhofparking zur Verfügung.
Wenn Sie eine zuverlässige, einsatzfreudige Person sind und Interesse an einer Aushilfstätigkeit in der Abwascherei der Küche haben, dann freuen wir uns auf Ihre Bewerbung. Werden Sie Teil unseres Teams im !",Gastronomie / Hotel,Zofingen,4800,98.0,24.5,18 Nov 2023,1
315,Kassenmitarbeiter/in,,,"Votre responsabilité:
Soutien et renfort pour la caisse
Votre profil:
Vous aimez le contact client et êtes doté d’un réel sens du service
Apparence soignée
Expérience en caisse obligatoire !


Notre offre
Une multitude de possibilités, tâches, postes et défis – lequel est pour vous?
Laisser de la place aux ambitions et aux idées créatives. La chance de participer activement.
Se développer professionnellement et personnellement au quotidien. Avancer. Progresser.
Un pack complet attrayant de remises personnelles, conditions collaborateurs et prestations sociales.
En tant que membre de l'équipe , réaliser ensemble des succès, avec fierté et engagement.

IMPORTANT :
Il y aura une formation caisse avant le black friday : JEUDI 16 OU VENDREDI 17 NOVEMBRE.
Rendez-vous pour la formation: 
▪️Parfumerie principale à 10h00 jusqu'à 11h00.
▪️Personne accueil : Maud Nerucci ou Tania Lopes 
▪️Personne de formation : Agathe Beaufils",Gastronomie / Hotel,Lausanne,1003,311.89,25.46,18 Nov 2023,2
317,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Hohe Leistungs- und flexible Einsatzbereitschaft, selbständige Arbeitsweise.
Hilsbereit und freundlicher Umgang mit den Kunden und Mitarbeiter.
gute Deutschkenntnisse
Samstagseinsätze 

Warenbewirtschaftung
Beschriftung der Artikel
Warenpräsentation
Mithilfe Werbewechsel. 
Kundengespräche führen.
Verkaufen

Wir freuen uns auf dein Interesse!",Detailhandel / Logistik,Muri bei Bern,3073,648.0,27.0,18 Nov 2023,3
318,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","Aufgaben:
Aktive Bedienung und Beratung von Kunden im Bereich Sportschuhe, Skiausrüstung und Hartwaren
Sicherstellung einer sauberen, aufgefüllten und ordentlichen Lager- und/oder Verkaufsfläche 
Auffüllen von Ware auf der Verkaufsfläche

Profil:
Begeisterung für den Kontakt mit Kunden und Bereitschaft, eine ausgezeichnete Dienstleistung anzubieten (Gastgeberrolle)
Eine Leidenschaft für die unterschiedlichsten Sportarten und entsprechende Produkte-Kenntnisse
Kommunikative, aufgeschlossene Persönlichkeit
Zuverlässig, verantwortungsbewusst und teamfähig
Hohe Agilität
Gute Deutschkenntnisse, Englischkenntnisse von Vorteil",Detailhandel / Logistik,Zürich,8001,1392.0,29.0,18 Nov 2023,6
319,Promoter/in (Berater/in),,,Swiss Roots hat ein neues Mate am Start. Es soll den Kundinnen und Kunden von Aligro in Rapperswil vorgestellt werden. Der Einsatz erfordert ein offenes Zugehen auf die Kundinnen und Kunden und Hintergrundwissen über die Marke Swiss Roots (Story auf [link hidden]),Promotion / Event,Schlieren,8952,181.25,29.0,18 Nov 2023,1
320,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","DEINE HAUPTAUFGABEN

 - Kompetente Beratung unsere Kundschaft
 - Verkauf des umfangreichen Sortiments und unsere Dienstleistungen
 - Warenpräsentation und Warenhandling

DEIN PROFIL

 - Leidenschaftliche*r Velofahrer*in
 - Gute Praxiskenntnisse bei Velos und dem entsprechenden Zubehör
 - Teamplayer*in mit Verkaufsflair
 - Kommunikativ, service- und kundenorientiert
 - Affinität für digitale Tools
 - Bereitschaft zur Samstagsarbeit und hohes Mass an Selbständigkeit",Detailhandel / Logistik,Bern,3027,144.1,26.2,18 Nov 2023,1
321,Kassenmitarbeiter/in,,,"Arbeiten an der Kasse und Kontrolle der Selfscaning-Stationen, Ware auspacken und verräumen",Gastronomie / Hotel,Zürich,8005,231.0,28.0,18 Nov 2023,1
322,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotin- und tabakhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,St. Gallen,9015,208.0,26.0,18 Nov 2023,2
323,Host/Hostess,,,"-Aufgabenbereich:
 -Proaktive Begrüssung der Kunden
 -Proaktiv auf Aktionen und Promotionen hinweisen
 -Kunden unserem Service Team zuweisen
-Profil:
 -sehr gute Deutschkenntnisse
 -Offen und kommunikativ
 -gepfelgtes Erscheinungsbild
 -speditiv
 -belastbar
-Dresscode:
 -Sauber und gepflegt
 -keine sichtbaren Fremdmarken
 -grundsätzlich schwarz gekleidet
 -nach Wunsch darf das Outfit festlich gewählt werden
 -nach Wunsch darf das Outfit mit Weihnachtsartikel (z.B. Pullover, Haarschmuck) angepasst werden
 -geschlossene Schuhe",Promotion / Event,Frauenfeld,8500,97.56,25.45,18 Nov 2023,1
324,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Aufgaben:
- Bestückung/Auffüllen von Waren auf der Verkaufsfläche
- Sicherstellung einer sauberen und ordentlichen Lager- und/oder Verkaufsfläche 
- Bedienung und Beratung von Kunden

Erwartungen:
• Begeisterung für den Kontakt mit Kunden und Bereitschaft, eine ausgezeichnete Dienstleistung anzubieten
• Gute Kenntnisse von und eine Leidenschaft für Mode, Trends und Styles
• Eine positive, hilfsbereite Einstellung sowie den Willen, dich selbst und das Unternehmen ständig weiterzuentwickeln
• Eine klare, offene Kommunikation mit dem gesamten Team und Offenheit gegenüber dem Feedback 
• Kommunikative Deutschkenntnisse 
• Pünktlichkeit",Detailhandel / Logistik,Basel,4052,89.11,25.46,18 Nov 2023,1
325,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",Sie unterstützen unser Team bei einem Firmen-Aperitif und Firmenbankett,Gastronomie / Hotel,Hunzenschwil,5502,425.0,34.0,18 Nov 2023,2
326,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",Mithilfe bei 3 Banketten,Gastronomie / Hotel,Wölflinswil,5063,217.5,30.0,18 Nov 2023,1
327,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Bankett Service
3 Teller tragen",Gastronomie / Hotel,Zürich,8003,315.0,35.0,18 Nov 2023,1
328,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",Unterstütze uns in der Produktion und im A la carte Geschäft,Gastronomie / Hotel,Bolligen,3065,256.5,38.0,18 Nov 2023,1
329,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Are you looking for an exciting opportunity to work in the hospitality industry? Join our team at the , located in the beautiful ZH Oberland of bei Gossau ZH. We are currently seeking individuals for the position of Service Staff at our Curling Pub in Wetzikon ZH.

As a member of our team, you will have the opportunity to work in a dynamic and supportive environment. We are a training establishment and prioritize the development of our employees, including those on the second job market. Our focus is on providing exceptional service to our customers while also promoting sustainability and supporting local producers.

Responsibilities for this position include:

- Taking orders and serving food and beverages to customers
- Providing excellent customer service and ensuring customer satisfaction
- Handling cash transactions and processing payments accurately
- Maintaining cleanliness and organization in the dining area
- Collaborating with team members to ensure smooth operations

We operate seven days a week and work on a rotating shift schedule without breaks between shifts. We offer a flat hierarchy and encourage employees to contribute their ideas and participate in our projects.

If you are a motivated and enthusiastic individual with a passion for hospitality, then we would love to hear from you! Apply today and be part of our team at 's Curling Pub.",Gastronomie / Hotel,Wetzikon,8620,195.0,30.0,18 Nov 2023,1
331,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",,Gastronomie / Hotel,Stammheim,8477,201.5,31.0,18 Nov 2023,1
332,Logistiker/in,Ungelernt mit >20 Monaten Erfahrung,Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV aufgeführt sein. Personen mit einer abgeschlossenen Berufsausbildung im Logistikbereich müssen sich im entsprechenden Jobprofil registrieren.,"Warenverschub während Anlass
Kommissionierung von Waren für einzelne Outlets
Bestücken und Belieferung
Geschirrsortierung für Anlass, Abwasch und Verschub
Mithilfe beim Beliefern von Sitzungszimmern
Körperlich belastbar, speditiv
Je nach Auslastung kann es sein, dass die Mitarbeiter früher oder später(+/- 1 Stunde) Feierabend haben",Promotion / Event,Zürich,8050,1925.0,28.0,18 Nov 2023,10
334,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Zur Unterstützung unseres Teams suchen wir Dich!
Aufgaben:
- Gästeempfang und Betreuung
- Unterstützen des Teams in verschiedenen Bereichen
- Inkasso mit eigenem Stock

Je nach Gästeaufkommen können die Einsatzzeiten variieren, wir erwarten deine Flexibilität.
Bist du eine offene und freundliche Person und kannst dich schnell in neue Situationen einarbeiten?
Wir freuen uns auf dein Interesse",Gastronomie / Hotel,Riehen,4125,224.0,32.0,18 Nov 2023,1
336,Barmitarbeiter,,,"Sie haben eine Leidenschaft für das Mixen von Getränken und lieben den Kontakt zu Gästen? Dann ist diese Stelle als Barkeeper im & Bar in genau das Richtige für Sie!

Als Barkeeper sind Sie verantwortlich für das Professionelles Mixen von Cocktail und Longdrinks und Servieren von Getränken. Sie sollten fundierte Kenntnisse in Bar- und Getränkekunde haben und ein passionierter Barkeeper sein.

Es ist wichtig, dass Sie zuverlässig und flexibel sind und eine organisierte Arbeitsweise haben. Gute Deutsch- und Englischkenntnisse sind ebenfalls erforderlich.

Der befindet sich in . Es erwartet Sie eine vielseitige und spannende Aufgabe in einem renommierten Unternehmen.

Wenn Sie sich dieser Herausforderung stellen möchten und Teil unseres Teams werden möchten, freuen wir uns auf Ihre Bewerbung!",Gastronomie / Hotel,Bern,3011,1748.2,26.69,18 Nov 2023,9
337,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"MISSIONS ESSENTIELLES DE LA FONCTION 
• Vous conseillez les clients, vendez et encaissez les produits de l’unité afin d’atteindre les objectifs de vente.
• Vous servez les clients à tables

PROFILS REQUIS / EXIGENCES 
• Expérience professionnelle dans la restauration 
• Esprit commercial, sens des affaires développé, orienté-e résultats et force de propositions (innovation)
• Aisance dans la communication, sens du contact, esprit d’initiative
• Esprit d’équipe tout en sachant travailler de manière autonome
• Rigoureux-se, organisé-e dans le suivi et l’application des concepts
• Flexible et polyvalent-e 
• Maîtrise orale et écrite de la langue
• Connaissances des concepts « Style Marché »
• Maîtrise des logiciels IT de base

TACHES OU ACTIVITES SIGNIFICATIVES ET PERMANENTES DU POSTE
• Accueillir, écouter et conseiller la clientèle
• Apporter des idées novatrices dans son secteur d’activité ou toute amélioration permettant de développer le CA.
• Mettre en place et en valeur les produits, identifier les ruptures et entreprendre les corrections nécessaires, respecter les concepts et maintenir les présentoirs attractifs (promotion des actions et valorisation de l'assortiment).
• Préparer les produits 
• Encaisser les plateaux repas
• Appliquer les normes légales internes et externes notamment les règles HACCP
• Maintenir ordre et propreté sur la surface de l’unité 
• Faire preuve de disponibilité et de polyvalence en fonction des besoins de l'unité ou de la Coopérative Migros Genève.
• Exécuter toutes tâches ou activités jugées nécessaires par le/la responsable afin d'assurer le bon fonctionnement de son unité.",Gastronomie / Hotel,Chêne-Bourg,1225,140.0,28.0,18 Nov 2023,1
338,Kassenmitarbeiter/in,,,Zubereitung und Verkauf von Speisen und Getränken im,Gastronomie / Hotel,Basel,4052,379.26,24.08,18 Nov 2023,3
339,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",Sie unterstützen unser Team im Service.,Gastronomie / Hotel,Lenzburg,5600,120.0,30.0,18 Nov 2023,1
340,Motorradkurier/in,,,"DEINE AUFGABEN

Die heissen Pizzas lieferst Du als Driver sicher, in einwandfreier Qualität und auf sicherstem Weg dem Kunden. Du bist Dir bewusst, dass Du in der Zeit auf dem Elektro Scooter und beim Gast den Domino’s Brand repräsentierst. Dein herzliches Lächeln und positive Energy überzeugen den Gast.
• Im Store die Bestellung zusammenstellen
• Sofort reagieren und den Weg zum Kunden kurz checken
•  ausliefern mit Electroscooter
• Verkauf an der Tür, Einkassieren
• Einsatz Möglichkeit 17:00 – 22:00 Uhr mit dem Möglichkeit noch 1 Stunden länger beim mehr Arbeit.

UNSERE ANFORDERUNGEN

ARBEITSORT: Seebacherstrasse 4

Wir wollen von Dir 100% Leistungs- und Einsatzbereitschaft, Flexibilität und Integrität. Ebenso wichtig sind uns verhandlungssichere Deutschkenntnisse. Respektieren des Grundsatzes: Geschwindigkeit im Store – Sicherheit auf der Strasse!
• immer ein Lächeln für unsere Kunden
• Zuverlässigkeit und Flexibilität
• Identifikation mit der Marke
• 100% Leistungs- und Einsatzbereitschaft
• Kommunikation in Deutsch
• Führerschein Kat. A1 Zwingend !

WIR BIETEN DIR
Für harte Jungs und Mädels bieten wir einen abwechslungsreichen und auch anspruchsvollen Job, mit der Möglichkeit, Draussen zu sein. Dies allerdings auch bei jedem Wind und Wetter!
• Moderne Electro Scooter 
• Trinkgeld (hängt von Dir und Deinem Auftreten beim Kunden ab)
• ein tolles Team
• leckere",Detailhandel / Logistik,Zürich,8052,228.76,24.08,18 Nov 2023,2
341,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,Live Büffet Ausgabe,Gastronomie / Hotel,Münchenstein,4052,93.75,25.0,18 Nov 2023,1
342,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Runner, Roomservice, a la carte Service, Bankettservice

Zusatzinformation: Wasser, Tee, Kaffee & weitere Getränke werden zur Verfügung gestellt. 
Essen kann gegen 6CHF Gebühr gekauft werden oder natürlich selbst mitgebracht werden.",Gastronomie / Hotel,Basel,4058,104.0,26.0,18 Nov 2023,1
343,Spülküchen-Mitarbeiter/in mit Erfahrung,,,Le recherche un Plongueur pour le service du soir.,Gastronomie / Hotel,Echandens,1026,117.3,27.6,18 Nov 2023,1
345,Garderobenmitarbeiter/in,,,Welcome guests and take their belongings bags coats etc.,Promotion / Event,Zürich,8055,442.0,26.0,18 Nov 2023,2
346,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"""Wir suchen dich als Unterstützung!

Deine Aufgaben:
Mise en place Arbeiten 
Allgemeine Gästebetreuung 
Bestellungen und Zahlungen entgegennehmen
Bereitstellung der Bestellungen
leichte Kocharbeiten
Zusammenarbeit mit den anderen Posten
Auffüllarbeiten
sauberen Arbeitsplatz erhalten 
Allgemeine Reinigungsarbeiten
Einhaltung und Umsetzung der ISO- und HACCP-Richtlinien

Einsatzzeiten können + / - 1h variieren.

Wir freuen uns auf deine Bewerbung.""",Gastronomie / Hotel,Zürich,8021,272.0,32.0,19 Nov 2023,1
347,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Mise en place
Eindecken der Tische für den Mittagservice 
Mittagservice servieren lt. vorgegeben Standards 
Diverse Reinigungsarbeiten 
Mise en place für den Folgetag",Gastronomie / Hotel,Zürich,8048,78.16,28.42,19 Nov 2023,1
349,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,Unser ist auf Selbstbedienung. Sie bringen die Teller an den Tisch. Sie arbeiten am Buffet und richten die Getränke her.,Gastronomie / Hotel,Stallikon,8143,192.64,24.08,19 Nov 2023,2
350,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Herzlich Willkommen im Zürich. Mitten im trendigen Kreis 4 liegt unser in 2018 renoviertes 4-Sterne . Mit seinen 365 Zimmern ist es auf den Business Gast ausgerichtet - getreu unserem Service Standard ""Dare to Connect"" machen wir Geschäftsreisen besser. Wir bieten ein Paket der Sicherheit, des Wohlbefindens und achten auf die Gesundheit unserer nationalen und internationalen Gäste.

Für unsere Anlässe und Veranstaltungen brauchen wir Ihre Hilfe.

Ihre Aufgaben in der Küche:
• Gemeinsames Aufbauen des Frühstücksbuffet zusammen mit den Servicemitarbeitern
• Einhalten des Standards  
• Zubereiten der Eierspeisen, Pan Cakes, Speck, Würstchen, usw. (laut Buffetplan) an der Live Station vor dem Gast 
• Warmstellen des warmen Buffets 
• Frühstücksservice für 300-450 Personen
• Auffüllen und Sauberhalten der Buffets
• Betreuung der Gäste (alles laut Angebotsliste Standard)
• Abbau des Frühstücksbuffets (was können wir wiederverwenden)
• Alles auf Rollis in die Produktion bringen und in den Frigo stellen
• Reinigen des Hot Points und Mithilfe beim Aufbau des Mittagsbuffets
• Erstellen des Buffets für den nächsten Morgen: Käseplatten, Fleischplatten, Fischplatten, 
Früchteplatten, usw.
• Erstellen der Gruppenfrühstücksplatten laut Bankettbestellung
• Alle Frühstücksplatten und Schüsseln mit Folie abdecken und datumieren
• Reinigen der Arbeitsfläche in der kalten Küche
• Reinigung und Desinfektion der Aufschnittmaschine
• Abmelden beim Chef im Dienst
• Reinigungsplan einhalten
• Hygienischer und verantwortungsvollen Umgang mit Lebensmitteln",Gastronomie / Hotel,Zürich,8040,490.0,35.0,20 Nov 2023,2
352,BäckerIn,Gelernt,"Du hast eine der folgenden Voraussetzungen: 1) ein eidgenössisches Fähigkeitszeugnis (EFZ) als BäckerIn, 2) eine abgeschlossene anerkannte Berufsausbildung von mindestens drei Jahren oder 3) ein eidgenössisches Berufsattest (EBA) mit mindestens drei Jahren Berufserfahrung in der Branche. Dein Abschluss muss in deinem Profil hochgeladen werden.","Sie sind ein erfahrener Konditor auf der Suche nach einer neuen Herausforderung? Die Gastronomie der der Universität Zürich sucht aktuell nach einem talentierten Konditor (m/w/d) zur tatkräftigen Unterstützung.

Ihre Aufgaben umfassen:

- Erstellen der Mise en place für die Tagesproduktion
- Produktion von frischem und trendigem Angebot, inklusive veganer Optionen
- Mitwirkung während der Catering-Veranstaltungen
- Unterstützung bei Aufräum- und Reinigungsaufgaben

Das bietet Ihnen die Möglichkeit, in einem dynamischen und teamorientierten Umfeld zu arbeiten. Sie haben die Chance, sich kreativ einzubringen und an der Entwicklung von neuen Rezepten und Angeboten mitzuwirken.

Das Unternehmen befindet sich in zentraler Lage in Zürich und bietet Ihnen attraktive Benefits wie flexible Arbeitszeiten und eine angenehme Arbeitsatmosphäre.

Wenn Sie eine Leidenschaft für das Konditorhandwerk haben und gerne in einem vielfältigen gastronomischen Umfeld arbeiten möchten, dann freuen wir uns auf Ihre Bewerbung. Werden Sie Teil unseres Teams im und bringen Sie Ihren eigenen Beitrag zum Erfolg unseres Unternehmens bei.",Gastronomie / Hotel,Zürich,8057,5100.0,30.0,20 Nov 2023,20
