Rank,Job role,Experience Level,Experience detail,Job description,Industry,City,Post Code,Pay total,Pay per hour,Start date,Shift
362,Logistiker/in,Ungelernt,"Personen mit Bereitschaft zu körperlicher Arbeit (z.B. Be-/Entladen von Lastwagen, Einpacken und Rüsten von Sendungen). Handwerkliches Geschick von Vorteil.","Zur Verstärkung unseres Teams im Bereich Kommissionierung suchen wir per sofort befristet bis zum 31. Dezember 2023, am Standort Hochdorf, eine motivierte und engagierte Lageraushilfe 20% (d/w/m).

Die oben abgebildeten Einsatztage- und zeiten sind lediglich beispielhaft aufgeführt. Die effektiven Einsatztage und -zeiten werden vor Ort zwischen dem Einsatzbetrieb und dem Arbeitnehmenden vereinbart. Schichtbeginn um 06.00 Uhr. 

Deine Verantwortung
• Du kommissionierst die Ware aufgrund von Bestellungen der Warenhäuser.
• Du übernimmst die Beförderung und die direkte Aufgabe der kommissionierten Ware via Transportanlagen oder auf den zum • • Weitertransport vorgesehenen Plätzen.
• Du erledigst diverse weiterführende Lagerarbeiten.
• Du sortierst und entsorgst das Verpackungsmaterial nach Vorgaben.
• Du hältst die Ordnungs-, Sauberkeits- und Sicherheitsstandards konsequent ein.
• Du hilfst bei Bedarf in anderen Abteilungen aus.

Ihr Profil
• Du hast von Vorteil bereits erste Berufserfahrung in der Kommissionierung gesammelt.
• Du besitzt idealerweise den SUVA anerkannten Staplerausweis.
• Du bist mit dem Umgang von Kommissionierfahrzeugen vertraut oder bereit das Fahrzeug kennen zu lernen.
• Du bist vielseitig einsetzbar, packst gerne mit an und magst körperlich anspruchsvolle Arbeiten.
• Du verfügst über einen selbstständigen und effizienten Arbeitsstil, kannst jedoch auch in der Teamarbeit überzeugen.
• Du hast eine gute Auffassungsgabe und ein gutes vernetztes Denken.
• Du bist flexibel nach Einsatzplan auch bereits ab 06.00 Uhr verfügbar und bereit unregelmässig Samstagsarbeit nach Bedarf zu leisten.
• Du sprichst fliessend Deutsch.",Promotion / Event,Hochdorf,6280,2954.7,24.12,13 Nov 2023,14
363,Koch/Köchin,Ungelernt,Hobby-Koch/Köchin mit Freude am Kochen und an der Verarbeitung von Lebensmitteln. Teamfähigkeit ist Voraussetzung.,"BUTS DE LA FONCTION 
• Vous préparez les mets de l’unité selon les normes d’entreprise.
• Vous assurez l’approvisionnement, la gestion des stocks et des commandes en fonction des indicateurs de performance .Vous garantissez une gestion optimale des stocks en veillant à suivre les directives sanitaires en vigueur.

PROFILS REQUIS / EXIGENCES 
• Formation de cuisinier avec CFC ou diplôme équivalent
• Expérience dans le domaine de l’alimentaire et de la restauration de min. 5 ans 
• Esprit d’équipe et capacité à échanger avec d’autres secteurs et/ou interlocuteurs
• Rigoureux-se, organisé-e dans le suivi et l’application des concepts
• Capacité à gérer son secteur d’activité en toute autonomie
 Maîtrise orale et écrite de la langue
• Connaissances des concepts « Style Marché »
• Maîtrise des logiciels IT de base

TACHES 
• Préparer les mets.
• Participation au développement de son unité en proposant des assortiments nécessaires en collaboration avec le/la cuisinier-ère référente.
• Utiliser, entretenir et soigner le matériel/machine mis à disposition.
• Appliquer les politiques et règlements de l’entreprise : hygiène, conditionnement, fraîcheur dans le respect de la loi. HACCP/DATA
• Faire preuve de disponibilité et de polyvalence en fonction des besoins de l'unité ou de la Coopérative Migros Genève.
• Exécuter toutes tâches ou activités jugées nécessaires par le/la responsable afin d'assurer le bon fonctionnement de son unité.",Gastronomie / Hotel,Carouge,1227,230.27,27.09,13 Nov 2023,1
365,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Sicherheitsschulung Roche muss vor einem Einsatz gemacht werden: [link hidden]
***********************
- Vorbereitung und Zubereitung von Speisen im kalten und warmen Küchenbereich nach vorgegebener Rezeptur inkl. Degustation 
- Einhalten von Hygienebestimmungen (TQM)
 - korrekte Auskunft über Angebot/Allergene
 - Verantwortlich für die korrekte und ordentliche Lagerung der Waren in den Kühl, Tiefkühl und Lagerbereichen 
- Tägliches Führen der Inventarlisten und Mitarbeit bei der monatlichen Inventur
- Bereitschaft zu Sondereinsätzen ausserhalb der normalen Arbeitszeiten
- Kostenloses Mittagessen
- Depot für Garderobenschliessfach CHF 1.- (bitte selber mitnehmen)
- Keine kostenlose Parkmöglichkeit vorhanden (Anreise mit ÖV empfohlen)
- Einsatzzeiten können variieren!",Gastronomie / Hotel,Kaiseraugst,4303,5365.0,37.0,13 Nov 2023,20
366,Koch/Köchin,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Koch mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsausbildungszertifikat (EBA) und weniger als drei Jahren Berufserfahrung.,". ist ein junges und innovatives Gastronomie-Unternehmen, das sich auf das Anbieten von Poké Bowls spezialisiert hat. Es steht für einen modernen und gesunden Lifestyle und bietet höchste Qualität. Das Unternehmen ist am Puls der Zeit und zeichnet sich durch seine Frische, Herzlichkeit und Nähe zum Kunden aus. Unsere Gäste können sich ihre individuelle Poké Bowl mit frischen, proteinhaltigen sowie qualitativ hochwertigen Zutaten zusammenstellen.

Für unsere Produktionsküche in Spreitenbach suchen wir eine/n Küchenhelfer/in.

Folgende Aufgaben wirst du übernehmen:
- Allgemeine Mithilfe in der Produktionsküche
- Schneiden
- Mise en Place
- Abwasch 


***** Verpflegung selber mitnehmen",Gastronomie / Hotel,Spreitenbach,8957,1173.0,27.6,13 Nov 2023,5
368,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Willkommen bei - - TX ! Wir suchen einen motivierten und erfahrenen Koch zur Unterstützung unserer Küchencrew.

Als Koch sind Sie verantwortlich für die Zubereitung von Salatbuffet und warmen Speisen, Misen Place Arbeiten, Schöpfen über den Mittagsservice und die tägliche Reinigung der Küche. Sie werden ebenfalls dafür sorgen, dass alle Materialien und Zutaten benötigt werden, verfügbar sind.

Der ideale Kandidat hat Erfahrung in der Gastronomie und kann in einem anspruchsvollen Umfeld arbeiten. Außerdem sollten Bewerber eine positive Einstellung und die Fähigkeit, gut im Team zu arbeiten, mitbringen. 

Wir bieten flexible Arbeitszeiten, eine Wettbewerbsremuneration und ein aufregendes und unterstützendes Arbeitsumfeld. Wenn Sie ein leidenschaftlicher Koch sind und darüber hinaus eine temporäre Position suchen, dann bewerben Sie sich noch heute!",Gastronomie / Hotel,Zürich,8004,1487.5,35.0,13 Nov 2023,5
369,KV - Allgemeine Richtungen,Kaufmann/frau EFZ,"Kaufleute arbeiten in den unterschiedlichsten Wirtschaftszweigen, die in 21  Branchen unterteilt sind. In den verschiedenen Einsatzbereichen übernehmen sie administrative und organisatorische Aufgaben. Das EFZ-Fähigkeitszeugnis muss auf dem Coople-Account hinterlegt sein.","Die Schichten sind FIKTIV und werden, durch dein Einsatzbetrieb zu einem späteren Zeitpunkt bestimmt

 Aufgabenschwerpunkte 
• Unterstützung des operativen Einkaufes
• Erfassen und bearbeiten von Bestellungen im SAP
• Stakeholdermanagement ( strategischer Einkauf / Bedarfsträger )
• Operatives Lieferantenmanagement mit Fokus Versorgung
• Lieferantenkontakt - Abklärungen via E-Mail und Telefon

Kompetenzen
• Teamfähigkeit, rasche Auffassungsgabe
• Speditive Arbeitsabwicklung 
• Selbständigkeit, Lernbereitschaft
• Verantwortungsvoll und Durchsetzungsvermögen
• Keine Berührungsangst vor Fleissarbeit

Fachkompetenzen:
• SAP Kenntnisse ( R/3 )
• gute Anwendungen von diverse MS Office

Ausbildung:
• Abgeschlossene Kaufmännische Lehre in EFZ
• Zertifikat Sachbearbeiter:in Einkauf von Vorteil
• Berufserfahrung im Einkauf von Vorteil

Sprachkenntnisse:
- Deutsch C 1 mündlich und schriftlich gut bis sehr gut
- Französisch von Vorteil
- Italienisch von Vorteil",Kaufmännische Berufe,Bern,3014,40937.85,31.37,13 Nov 2023,145
370,KV - Administration,Administrationsausbildung (mit Kurszertifikat),Die Ausbildungsnachweise (Zertifikate / Diplome) müssen auf dem Coople-Account hinterlegt sein.,"- Kommunikation mit Kunden bei administrativen Belangen
- Rechnungen bearbeiten und einlesen
- Pflege und Aktualisierung von Stammdaten 
- Allgemeine administrative Aufgaben
- Unterstützung bei der Telefonzentrale
- Unterstützung der Leiterin Administration 

Weitere Einsätze sind flexibel möglich.",Kaufmännische Berufe,Wallisellen,8304,401.0,32.08,13 Nov 2023,2
371,Koch/Köchin,Ungelernt,Hobby-Koch/Köchin mit Freude am Kochen und an der Verarbeitung von Lebensmitteln. Teamfähigkeit ist Voraussetzung.,"Wir suchen dich als Unterstützung!

Deine Aufgaben:
Zuarbeiten der Produktion von kalten Speisen
Allgemeine Reinigungsarbeiten
Unterstützung in der Abwaschküche
Weiter Küchenarbeiten können anfallen
Einhaltung und Umsetzung der ISO- und HACCP-Richtlinien

Einsatzzeiten können +/- 1h variieren.

Wir freuen uns auf deine Bewerbung.",Gastronomie / Hotel,Bern,3014,602.0,24.08,13 Nov 2023,4
372,Pflegefachmann/frau HF dipl. (angepasste Ausbildungen),Gelernt,Die Ausbildungsnachweise (Zertifikate / Diplome) müssen auf dem Coople-Account hinterlegt sein. Die NAREG-Nr. ist im Lebenslauf zu erwähnen.,"Als Pflegefachperson HF übernimmst du die Beratung, Pflege und Betreuung unserer Kundinnen und Kunden sowie die Fallführung der dir zugeteilten Kundinnen und Kunden.

Dein Profil

Ressourcen- und lösungsorientiertes Pflegeverständnis
Selbstständige Arbeitsweise sowie verantwortungsvolles und engagiertes Handeln
Erfahrung RAI HC von Vorteil
Sehr gute PC-Kenntnisse
Bereitschaft, Neues zu lernen
Führerschein und eigenes Auto
Wir bieten

eine vielseitige, verantwortungsvolle Aufgabe in einem spannenden Umfeld
den Rückhalt eines motivierten und engagierten Teams
eine enge Zusammenarbeit mit unseren Pflegefachpersonen im psychiatrischen Bereich
regelmässige, berufsspezifische Weiterbildungen und Fachaustausch
moderne Arbeitsinstrumente (Smartphone und Tablets)
fortschrittliche Anstellungsbedingungen und Sozialleistungen",Gesundheitswesen,Männedorf,8708,32000.0,50.0,13 Nov 2023,80
373,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt mit >20 Monaten Erfahrung,"Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit muss im CV ersichtlich sein. Personen mit einer abgeschlossenen Berufslehre im Detailhandelsbereich müssen sich mit Ausbildungsniveau ""gelernt"" registrieren.","!Die Zeiten im Einsatz sind fiktiv!
!Den genauen Arbeitsplan erhältst du vor Ort!

Dein Aufgabenbereich:
* Arbeit im Restpostenverkauf (auch möglich in anderen Abteilungen)
* Kundenbedienung und –beratung
* Warenpräsentation und Sicherstellung der Verfügbarkeit, Warenbewirtschaftung
* Qualitätskontrolle und Reinigungsarbeiten

Wir erwarten von dir:
* Teamfähige, selbständige und belastbare Persönlichkeit
* Gepflegtes Erscheinungsbild, einwandfreie Umgangsformen und positive Ausstrahlung
* Ausgezeichnete Deutschkenntnisse sind zwingende Voraussetzung
* Gute körperliche Verfassung

Kontaktperson vor Ort:
Stutz Monika 
Kottmann Tamara

Parkplatz: Kundenparkplatz (Es darf nur im Limmatpark Parkhaus parkiert werden)",Detailhandel / Logistik,Spreitenbach,8957,7068.6,28.05,13 Nov 2023,42
374,Pflegefachmann/frau HF dipl. (angepasste Ausbildungen),Gelernt,Die Ausbildungsnachweise (Zertifikate / Diplome) müssen auf dem Coople-Account hinterlegt sein. Die NAREG-Nr. ist im Lebenslauf zu erwähnen.,"Die Zeiten sind Fiktiv, diese machst du mit dem Einsatzbetrieb direkt ab.
Als Pflegefachperson Psychiatrie bis du integriert in unser Psychiatrieteam und du übernimmst die Abklärung, Beratung und Betreuung von psychiatrischen Klientinnen und Klienten.

Dein Profil
Abgeschlossene Berufsausbildung als dipl. Pflegefachperson Psychiatrie mit mind. zweijähriger praktischer Erfahrung in der Fachrichtung Psychiatrie
Das Abklärungsinstrument RAI HC und das Arbeiten mit dem Pflegeprozess sind dir vertraut
Befähigung zur Bedarfsabklärung Psychiatrie von Vorteil
Sehr selbstständige Arbeitsweise sowie verantwortungsvolles und engagiertes Handeln
Ressourcen- und lösungsorientiertes Pflegeverständnis
Ausgeprägte Fach- und Sozialkompetenz
Gute Kommunikationsfähigkeiten, Belastbarkeit und Teamfähigkeit
Bereitschaft, Neues zu lernen
Vernetztes, bereichsübergreifendes Denken und Handeln
Verständnis für strategische Fragestellungen auf operativer Ebene
Ergebnisorientiertes, unternehmerisches Handeln
Führerschein und eigenes Auto

Wir bieten
eine vielseitige, verantwortungsvolle Aufgabe in einem spannenden Umfeld
den Rückhalt eines motivierten und engagierten Teams
regelmässige Arbeitszeiten von Montag bis Freitag
regelmässige, berufsspezifische Weiterbildungen und einen Fachaustausch
fortschrittliche Anstellungsbedingungen und moderne Arbeitsmaterialien",Gesundheitswesen,Männedorf,8708,32000.0,50.0,13 Nov 2023,80
376,Fachmann/frau Betreuung EFZ (angepasste Ausbildungen),Gelernt,Die Ausbildungsnachweise (Zertifikate / Diplome) müssen auf dem Coople-Account hinterlegt sein. Die NAREG-Nr. ist im Lebenslauf zu erwähnen.,"Flexible Arbeitszeiten und Pensen - Die Zeiten sind fiktiv. Die Planung schaust du dann direkt mit dem Einsatzbetrieb an.

Du betreust, begleitest und entlastest unsere Kundinnen und Kunden in ihrem Zuhause. Dazu gehören Gesellschaft leisten, gemeinsames Kochen, Ausflüge und Spaziergänge, aber auch verschiedene Hausarbeiten, Betreuung von Menschen mit Demenz und Unterstützung in palliativen Situationen.

Deine Unterstützungs- und Entlastungs-Einsätze erfolgen auf Abruf. Einsätze sind auch am Abend und am Wochenende möglich, flexible Arbeitszeiten und Pensen sind garantiert.

Du:
bist empathisch, flexibel und verantwortungsvoll
verfügst über hohe Sozialkompetenz und gute Umgangsformen
hast gute Deutsch- und Schweizerdeutschkenntnisse
magst Menschen und begleitest sie gern in ihrem Alltag
arbeitest zuverlässig und selbständig
besitzt ein eigenes Auto",Gesundheitswesen,Männedorf,8708,22400.0,35.0,13 Nov 2023,80
377,Fachmann/frau Gesundheit EFZ (angepasste Ausbildungen),Gelernt,Die Ausbildungsnachweise (Zertifikate / Diplome) müssen auf dem Coople-Account hinterlegt sein. Die NAREG-Nr. ist im Lebenslauf zu erwähnen.,"Du förderst, begleitest und unterstützt die Lernenden und/oder die Studierenden. Du nimmst den Ausbildungsauftrag wahr und trägst Mitverantwortung in deren Umsetzung. Eine selbstständige Arbeitsweise sowie verantwortungsvolles und unternehmerisches Handeln zeichnen Dich aus. Gute Kommunikationsfähigkeiten, vernetztes Denken, Belastbarkeit und Teamfähigkeit runden Dein Profil ab.

Es erwartet Dich eine vielseitige und verantwortungsvolle Aufgabe in einem spannenden Umfeld sowie den Rückhalt eines motivierten und engagierten Teams. Regelmäßige, berufsspezifische Weiterbildungen, ein aktiver Fachaustausch und fortschrittliche Anstellungsbedingungen und Sozialleistungen gehören ebenso dazu.",Gesundheitswesen,Männedorf,8708,25600.0,40.0,13 Nov 2023,80
378,Spülküchen-Mitarbeiter/in mit Erfahrung,,,"Einsatzort: Factory, Meienbreitenstrasse 13, 8153 Rümlang

Arbeitsende +/- 1 Std.

Öffentliche Verkehr: S5 bis Rümlang. Vom Bahnhof Rümlang zu uns sind es gut 10 Minuten zur Fuss.
Parkplätze vorhanden

PERSONALEINGANG HAUS 13, MEIENBREITENSTRASSE 13, BITTE BENUTZEN. Den Eingang ist in Gebäude 13 im 1. Stock, Treppenhaus neben dem Warenlift.

- Abwaschen von Küchen- und Produktionsgeschirr
- Gründliche Reinigung die Produktionsküche und Küchengeräte
- allgemeine Aufräumarbeiten
- Einhaltung sämtlicher Arbeitssicherheits- und Hygienerichtlinien HACCP

Pausen sind zu beziehen (15 Minuten am Vormittag, 30 Minuten Mittagpause, 15 Minuten am Nachmittag). Zigaretten-pausen werden als Pause gerechnet.",Gastronomie / Hotel,Rümlang,8153,702.0,26.0,13 Nov 2023,3
379,Eventmanagement & Assistenz,Praxiserfahrung >20 Monate oder mit Ausbildung,Erfahrung von mehr als 20 Monaten im Eventmanagement. Oder Abschluss einer Ausbildung im Eventmanagement Bereich. Ausbildungsnachweise müssen im CV und Profil hinterlegt sein.,"Sind Sie ein erfahrener Leiter oder eine erfahrene Leiterin, der oder die gerne in einer aufregenden und vielfältigen Umgebung arbeitet? AG sucht eine:n Leiter:in für Conferencing, um die Verwaltung der Konferenzräume und die Organisation von Veranstaltungen zu leiten.

Ihre Aufgaben umfassen:

- Verwalten der Konferenzräume, wie Führungen, Offerten, Rechnungen erstellen und vieles mehr
- Komplette Eventorganisation
- Contact Point für sämtliche Kunden- und Mieteranliegen
- Facility Services Manager stellvertreten und Springerfunktion am Empfang

In dieser Position haben Sie die Möglichkeit, Ihre Führungsqualitäten unter Beweis zu stellen und eine wichtige Rolle in einem renommierten Unternehmen einzunehmen. Als Teil des -Teams erhalten Sie eine wettbewerbsfähige Vergütung und eine Reihe von Vorteilen, darunter Fortbildungs- und Entwicklungsmöglichkeiten.

Wenn Sie eine proaktive Persönlichkeit sind, über ausgezeichnete organisatorische Fähigkeiten verfügen und Erfahrung in der Eventorganisation und im Kundenmanagement haben, möchten wir Sie gerne kennenlernen. Bewerben Sie sich noch heute und werden Sie Teil des AG Teams!",Promotion / Event,Opfikon,8152,16704.0,32.0,13 Nov 2023,58
380,Handwerk & Auf-/Abbau,Handwerk gelernt,"Schreiner/in, Zimmermann/Zimmerin, Zelt-, Bühnen- und Messebauer/in, etc. mit abgeschlossener handwerklicher Berufslehre.","Wir suchen dich als Mitarbeiter bei der . 

***DIE SCHICHTEN SIND FIKTIV***
Wir behalten uns vor, Bewerber direkt abzulehnen die gemäss Profilbeschreibung nicht passen.
Bei Fragen, wende dich bitte direkt an coople und nicht an die .
Die Kommunikation über ausgeschriebene Jobs, geht ausschliesslich über coople.

Anforderungen
Pensum 100%
Deutsch Nivea B2

Fach- und Methodenkompetenz Zwingend Optional
• Kann Entscheidungen im Rahmen der individuellen Fachkompetenz treffen 
• Wendet Maschinen und Fertigungshilfsmittel selbstständig an gemäss der

Ausbildung und Qualifikation.
• Berufslehre EFZ (4 Jahre) (z.B.: Kältesystemmonteur EFZ, Polymechaniker mit
HLK-Erfahrung (Heizung, Lüftung, Klima), Automatiker EFZ, Elektrotechniker
EFZ, Fachbewilligung Kälte
 Fachrichtung:
• Setzt Mittel wirtschaftlich ein. Erkennt Einsparpotential und kann dies umsetzen.
• Hat einen Blick für das Vermeiden von Verschwendungen
• Nutzung von IT-Programmen und Hilfsmitteln (Mail, MIT, Intranet). 
• Kennt die gängigen Produktionsprozesse im industriellen Umfeld 

Fachrichtung:
•Heizung, Lüftung und Klima",Promotion / Event,Olten,4600,64653.57,31.37,13 Nov 2023,229
381,Assistent/in Gesundheit und Soziales EBA,Gelernt,"Die EBA-Ausbildung ist eine berufliche Grundbildung, welche 2 Jahre dauert und sowohl theoretische, als auch praktische Elemente beinhaltet. Das Berufsattest EBA muss auf dem Coople-Account hinterlegt sein.","Zeiten sind fiktiv, du besprichst diese direkt mit dem Einsatzbetrieb

Der Bereich Pflege und Betreuung umfasst zwei Pflegeteams, ein Hauswirtschafts-/Betreuungsteam und ein Psychiatrieteam. Als Assistent/in Gesundheit und Soziales erbringst Du die Grundpflege bei unseren Kundinnen und Kunden und punktuell Hauswirtschaftseinsätze. Du pflegst einen professionellen Kontakt zu Kundinnen, Kunden und Angehörigen.

Dein Profil
Ausbildung als Assistent/in Gesundheit und Soziales
Erfahrung in der Pflege, -Erfahrung von Vorteil
Selbständige Arbeitsweise sowie verantwortungsvolles und engagiertes Handeln
Gute Kommunikationsfähigkeiten, Belastbarkeit und Teamfähigkeit
Bereitschaft, Neues zu lernen
Führerschein und eigenes Auto

Wir bieten
eine vielseitige, verantwortungsvolle Aufgabe in einem spannenden Umfeld
moderne Arbeitsinstrumente (Smartphone, Tablet)
fortschrittliche Anstellungsbedingungen und Sozialleistungen",Gesundheitswesen,Männedorf,8708,22400.0,35.0,13 Nov 2023,80
382,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Das machst du 
 Produktion von warmen und kalten Speisen
 Front Cooking
 Mise-en-place-Arbeiten
 Produktion und Betreuung der Speisen bei Veranstaltungen
 Einhaltung und Umsetzung der ISO- und HACCP-Richtlinien

Das bringst du mit

 Abgeschlossene Ausbildung als Koch oder mindestens 2 Jahre Berufserfahrung
 Mindestens drei Jahre Erfahrung als Koch
 Erfahrung in der Gemeinschaftsgastronomie von Vorteil
 Deutschniveau C1-C2: kompetente Sprachverwendung, Englischkenntnisse von Vorteil
 Leidenschaft für den Kochberuf und Freude am Gästekontakt",Gastronomie / Hotel,Kriens,6010,2970.0,36.0,13 Nov 2023,10
383,Fachmann/frau Gesundheit EFZ (angepasste Ausbildungen),Gelernt,Die Ausbildungsnachweise (Zertifikate / Diplome) müssen auf dem Coople-Account hinterlegt sein. Die NAREG-Nr. ist im Lebenslauf zu erwähnen.,"Zeiten sind fiktiv, du besprichst diese direkt mit dem Einsatzbetrieb

Dein Profil
Du verfügst über eine abgeschlossene Ausbildung als Fachfrau/mann Gesundheit
Du zeichnest dich durch eine exakte und speditive Arbeitsweise aus
Du besitzt gute Kommunikationsfähigkeiten, bist belastbar und teamfähig
Du hast einen Führerschein und ein eigenes Auto

Wir bieten
eine vielseitige, verantwortungsvolle Aufgabe in einem spannenden Umfeld
den Rückhalt eines motivierten und engagierten Teams
eine enge Zusammenarbeit mit unseren Pflegefachpersonen in den somatischen und psychiatrischen Bereichen
regelmässige, berufsspezifische Weiterbildungen
moderne Arbeitsinstrumente (Smartphone, Tablet)
fortschrittliche Anstellungsbedingungen und Sozialleistungen",Gesundheitswesen,Männedorf,8708,25600.0,40.0,13 Nov 2023,80
384,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",BAZ,Gastronomie / Hotel,Zürich,8005,1400.0,35.0,13 Nov 2023,5
385,Pflegehelfer/in SRK,mit Zertifikat,Das Zertifikat des Pflegehelferkurses muss auf dem Coople-Account hinterlegt sein.,"Zeiten sind fiktiv, du besprichst diese direkt mit dem Einsatzbetrieb

Deine Aufgaben

nach den unterschiedlichen Bedürfnissen der Kund*innen erbringst du die Grundpflege
du unterstützt unsere Kunden im Alltag
du übst hauswirtschaftliche Arbeiten aus
Das bringst du mit

du verfügst über eine Ausbildung als Pflegehelfer*in SRK
Berufserfahrung in der Langzeitpflege bzw. im Spitexbereich sind von Vorteil
du arbeitest gerne selbständig und übernimmst Verantwortung für dein Tun
du verfügst über ein eigenes Auto und wohnst von Vorteil in der Region Herrliberg, Männedorf, Meilen oder Uetikon am See",Gesundheitswesen,Männedorf,8708,20480.0,32.0,13 Nov 2023,80
387,Spülküchen-Mitarbeiter/in mit Erfahrung,,,"Reinigungsaufgaben, Rüstaufgaben, Unterstützung in der Küche. Es darf kein Kontaktverbot mit Kinder & Jugendlichen bestehen.",Gastronomie / Hotel,Oberglatt,8154,1274.0,28.0,13 Nov 2023,9
388,Spülküchen-Mitarbeiter/in mit Erfahrung,,,"Spülen während des Mittagsservice und Reinigungsarbeiten




Zwingend gutes Deutsch",Gastronomie / Hotel,Wallisellen,8304,142.5,30.0,13 Nov 2023,1
389,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Die Freude am Umgang mit frischen Produkten und die Fähigkeit zum fachgerechten Umgang werden vorausgesetzt.
Du arbeitest eng mit dem Küchenteam zusammen und wirst abwechselnd auf allen Posten eingesetzt.
Neben der Produktion und Fertigung sämtlicher Speisen bist du verantwortlich für die Ordnung und Sauberkeit an deinem Arbeitsplatz.

Für diese Stelle wünschen wir uns eine/n Kandidaten/Kandidatin, der schon einige Erfahrungen nach Abschluss seiner Lehre sammeln konnte und über genügend Deutschkenntnisse verfügt, um motiviert und ambitioniert in unserer Küche unter Hochdruck tatkräftig mit anzupacken.
Echter Teamgeist ist uns sehr wichtig!
Zu Spitzenzeiten bewahrst du einen kühlen Kopf und verlierst nicht den Überblick. 
Konzentration und konstant gute Leistungen sind ein absolutes Muss.",Gastronomie / Hotel,Sachseln,6073,8976.0,32.0,13 Nov 2023,33
390,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","- Kasse
- Aufbewahrung
- Einräumen von Regalen",Detailhandel / Logistik,Langendorf,4513,212.5,25.0,13 Nov 2023,1
391,Verkaufsmitarbeiter/in / Detailhandel,Ungelernt,"Verkaufsmitarbeiter/in mit Freude am Verkauf und am Umgang mit Kunden. Erste Erfahrungen im Verkauf sind von Vorteil, aber nicht zwingend.","Sport ist Ihre Leidenschaft?
Unsere auch!
Denn alles, was wir tun dreht sich um Sport - wir wollen unseren Usern Sport ermöglichen und sind selbst begeistert dabei. Egal ob in unserer Freizeit, als Leistungs- oder Hobbysportler, in Meetings oder in unserer Mittagspause. Wir leben unsere Leidenschaft und machen unser Hobby zum Beruf.

Ab dem 1. Tag gestalten ? 
Das wollen wir Ihnen ermöglichen!
Denn bei uns können Sie eigene Entscheidungen treffen und Verantwortung übernehmen. Sie haben etwas ausprobiert und einen Fehler gemacht? Kein Problem… daraus können Sie lernen und es beim nächsten Mal besser machen. Für uns heißt das auch, dass wir Sie nicht alleine lassen, sondern Sie unterstützen und auf Ihrem Weg begleiten. Wir arbeiten in flachen Hierarchien und auf Augenhöhe, darum ist das “DU” für uns eine Selbstverständlichkeit.
Vom ersten Tag an, unterstützen Sie Ihr Team auf und hinter der Verkaufsfläche einer Filiale.

Ihre Mission fordert Ihre Kontaktfreudigkeit, Aufgeschlossenheit und Flexibilität
Sie begrüssen und informieren unsere Kunden über unsere Produkte, Dienstleistungen und Innovationen. 
Sie sind für die Verfügbarkeit und Ausstellung der Produkte in den Regalen verantwortlich.
Sie stellen einen schnellen Kassiervorgang sicher und sind der erste Ansprechpartner an unserer Info.
Sie bereichern Ihr Team und unterstützen durch eigene Ideen die Umsatzsteigerung Ihrer Filiale.

Sie tragen die volle Verantwortung für Ihre Verkäufe!
Ihr ""Sportfeld"" bietet Ihnen echte Entfaltungsmöglichkeiten.
Ihnen stehen alle Wege und Möglichkeiten offen, Ihre Ressourcen selbstständig weiterzuentwickeln und zu verwalten.
Dabei arbeiten Sie Hand in Hand mit Ihrem Teamleiter, der Ihnen bei all Ihren Tätigkeiten unterstützend zur Seite steht. Selbstverständlich profitieren Sie ausserdem von einem ausgearbeiteten Trainingsplan, der Sie beim Erfolg aller Missionen begleitet.",Detailhandel / Logistik,Schönbühl,3322,438.75,27.0,13 Nov 2023,3
